cano_smiles,SIDER1,SIDER2,SIDER3,SIDER4,SIDER5,SIDER6,SIDER7,SIDER8,SIDER9,SIDER10,SIDER11,SIDER12,SIDER13,SIDER14,SIDER15,SIDER16,SIDER17,SIDER18,SIDER19,SIDER20,SIDER21,SIDER22,SIDER23,SIDER24,SIDER25,SIDER26,SIDER27,group
n1ccccc1CCNC,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,train
O(CC(O)CNC(C)C)c1ccc(cc1)CCOCC1CC1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,train
O(C(C[N+](C)(C)C)C)C(=O)N,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,train
Oc1cc(ccc1)C(C(CN(C)C)C)CC,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,train
S(=O)(=O)(CC(O)(C(=O)Nc1cc(C(F)(F)F)c(cc1)C#N)C)c1ccc(F)cc1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,train
FC(F)(\C=C\C1C(C\C=C\CCCC(OC(C)C)=O)C(O)CC1O)COc1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,train
O(C(=O)C)c1ccc(cc1)C(c1ccc(OC(=O)C)cc1)c1ncccc1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,train
Oc1c2NC(=O)C=Cc2c(cc1)C(O)CNC1Cc2cc(CC)c(cc2C1)CC,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,train
Clc1sc(cc1)C(=O)NCC1OC(=O)N(C1)c1ccc(N2CCOCC2=O)cc1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,train
O(CC(O)CNC(C)C)c1ccc(cc1)COCCOC(C)C,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,train
O(CC(O)CNC(C)C)c1ccc(cc1)CCC(OC)=O,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,train
OC1C(O)C(O)CN(CCO)C1CO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
Brc1ccccc1C[N+](CC)(C)C,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)C)[C@]4(CC3)C)C[C@@H](C2=C1)C)C,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,train
Brc1cc2c(NC(=O)CN=C2c2ncccc2)cc1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,train
Brc1[nH]c2c3c1CC1N(CC(C=C1c3ccc2)C(=O)NC1(OC2(O)N(C(CC(C)C)C(=O)N3C2CCC3)C1=O)C(C)C)C,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O1C2(C(OC1CCC)CC1C3C(C4(C(=CC(=O)C=C4)CC3)C)C(O)CC12C)C(=O)CO,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,train
Clc1[nH]c2c(n1)N(C)C(=O)N(C)C2=O.O(C(c1ccccc1)c1ccccc1)CCN(C)C,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,train
S(=O)(=O)(N)c1cc(cc(NCCCC)c1Oc1ccccc1)C(O)=O,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,train
O=C(Nc1c(cccc1C)C)C1N(CCCC1)CCCC,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,train
O1C2C34C5(CC(C(O)(C(C)(C)C)C)C2(OC)CC5)C(N(CC3)CC2CC2)Cc2c4c1c(O)cc2,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,train
O=C1N(CCCCN2CCN(CC2)c2ncccn2)C(=O)CC2(C1)CCCC2,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
S(OCCCCOS(=O)(=O)C)(=O)(=O)C,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,train
O=C1NC(=O)NC(=O)C1(C(CC)C)CC,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,train
O[C@H]1[C@H](O)[C@@H](O)CN(CCCC)[C@@H]1CO,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,train
N(Cc1c2c(ccc1)cccc2)(Cc1ccc(cc1)C(C)(C)C)C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
O(C(=O)C(C)C)c1ccc(cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1)CO,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,train
OC12C3(CCCC1)CCN(C2Cc1c3cc(O)cc1)CC1CCC1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,train
O=C(N(CCCN(C)C)C(=O)NCC)C1CC2C(N(C1)CC=C)Cc1c3c2cccc3[nH]c1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,train
O(C(C[N+](C)(C)C)C)C(=O)C,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,train
O(C)c1cc(ccc1OC)C(C(C)C)(CCCN(CCc1cc(OC)c(OC)cc1)C)C#N,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,train
OC1CC(O)CC(=CC=C2C3CCC(C(C=CC(O)C4CC4)C)C3(CCC2)C)C1=C,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,train
OC1CC(O)CC(=CC=C2C3CCC(C(CCCC(O)(C)C)C)C3(CCC2)C)C1=C,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,train
O(C)c1cc2c(CC(CC3CCN(CC3)Cc3ccccc3)C2=O)cc1OC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O(C(OC(OC(=O)c1c2n(Cc3ccc(cc3)-c3ccccc3-c3nn[nH]n3)c(OCC)nc2ccc1)C)=O)C1CCCCC1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O(CC)c1nc2c(n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)c(ccc2)C(O)=O,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,train
O=C1NCC(N)C(=O)NC(CO)C(=O)NC(CNC(=O)CC(N)CCCN)C(=O)NC(=CNC(=O)N)C(=O)NC1C1NC(=NCC1)N,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,train
O(C)c1cc(ccc1O)CNC(=O)CCCCC=CC(C)C,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,train
O(CC[N+](C)(C)C)C(=O)N,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,train
Oc1cc(ccc1O)CC(NN)(C(O)=O)C,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,train
Clc1ccc(cc1)C(OCCN(C)C)c1ncccc1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O(CC(CCC)(COC(=O)N)C)C(=O)NC(C)C,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,train
ClCCN(N=O)C(=O)NCCCl,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,train
s1cc(nc1N)C(=NOC)C(=O)NC1C2SCC(C[N+]3(CCCC3)C)=C(N2C1=O)C(=O)[O-],1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,train
s1cc(nc1N)C(=NOC)C(=O)NC1C2SCC(COC(=O)C)=C(N2C1=O)C(=O)[O-],1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,train
s1cccc1CC(=O)NC1(OC)C2SCC(COC(=O)N)=C(N2C1=O)C(=O)[O-],1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,train
S(C[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CSCCC(=O)[O-])O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CSCCC(=O)[O-])O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CSCCC(=O)[O-])O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CSCCC(=O)[O-])O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CSCCC(=O)[O-])O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CSCCC(=O)[O-])O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CSCCC(=O)[O-])O[C@H]1[C@H](O)[C@H]2O)CCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,train
S1C2N(C(=O)C2NC(=O)C(N)c2ccc(O)cc2)C(C(O)=O)=C(C1)C=CC,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,train
s1cc(nc1N)C(=NOC(C(O)=O)(C)C)C(=O)NC1C2SCC(C[n+]3ccccc3)=C(N2C1=O)C(=O)[O-],1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,train
s1cc(nc1N)C(=CCC(O)=O)C(=O)NC1C2SCC=C(N2C1=O)C(O)=O,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,train
s1cc(nc1N)C(=NOC)C(=O)NC1C2SCC=C(N2C1=O)C(O)=O,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,train
s1cc(nc1N)C(=NOC)C(=O)NC1C2SCC(CSC3=NC(=O)C([O-])=NN3C)=C(N2C1=O)C(=O)[O-],1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,train
S1C2N(C(=O)C2NC(=O)C(=NOC)c2occc2)C(C(=O)[O-])=C(C1)COC(=O)N,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,train
S(=O)(=O)(N)c1ccc(-n2nc(cc2-c2ccc(cc2)C)C(F)(F)F)cc1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O(CC(O)CNC(C)(C)C)c1ccc(NC(=O)N(CC)CC)cc1C(=O)C,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,train
S1C2N(C(=O)C2NC(=O)C(N)c2ccccc2)C(C(O)=O)=C(C1)C,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,train
O1C(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C(O)C1OC1=C(Oc2c(C1=O)c(O)cc(OCCO)c2)c1cc(OCCO)c(OCCO)cc1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,train
O=CCC,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
Fc1ccc(cc1)-c1c(C=CC(O)CC(O)CC(O)=O)c(nc(C(C)C)c1COC)C(C)C,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
Clc1ccc(cc1)C(N1CCN(CC1)CCOCC(O)=O)c1ccccc1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,train
S(CC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N(C)C1=O)Cc1ccccc1)Cc1ccc(O)cc1)Cc1c2c([nH]c1)cccc2)CCCCN)C(C)C)CC(=O)NC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N)CS,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,train
S1CC2(OC1C)C1CCN(C2)CC1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)C)[C@]4(CC3)C)C=C(C2=C1)C)C,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,train
O1CC(=O)Nc2c1c(cc(O)c2)C(O)CNC(Cc1ccc(OC)cc1)(C)C,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,train
O(CCCCC)c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@H]2N(C[C@H](C)[C@@H]2O)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C[C@H](O)C2)C(=O)[C@@H](NC1=O)[C@H](O)C)[C@H](O)[C@@H](O)c1ccc(O)cc1)[C@H](O)C,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,train
ClC=1C=CC2=NC(=NC)CN(O)C(=C2C=1)c1ccccc1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,train
n1ccc(N)cc1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,train
Clc1cc2NC=NS(=O)(=O)c2cc1S(=O)(=O)N,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,train
Clc1ccc(cc1)C(CCN(C)C)c1ncccc1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN(C)C,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,train
Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,train
P(O)(O)(=O)C(P(O)(O)=O)O,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
Clc1cc2NC(Oc2cc1)=O,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,train
O=C1N(O)C(=CC(=C1)C)C1CCCCC1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,train
O=C1N2N(CCCC1NC(CCc1ccccc1)C(OCC)=O)CCCC2C(O)=O,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O(CCCCc1nnnn1C1CCCCC1)c1cc2CCC(=O)Nc2cc1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
S(Cc1nc[nH]c1C)CCNC(NC#N)=NC,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,train
O1c2c(OC1)cc1N(N=C(C(O)=O)C(=O)c1c2)CC,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,train
Fc1ccc(cc1)C1(OCc2c1ccc(c2)C#N)CCCN(C)C,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,train
OC(=O)c1ccccc1-c1ccc(cc1)Cn1c2c(nc1CCC)c(cc(c2)-c1nc2c(n1C)cccc2)C,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
Clc1ccc(cc1)C(OCCC1N(CCC1)C)(C)c1ccccc1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
Clc1cc2N(C(=O)CC(=O)N(c2cc1)C)c1ccccc1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,train
ClCC(=O)C1(OC(=O)CC)C2(CC(O)C3(F)C(C2CC1C)CCC1=CC(=O)C=CC13C)C,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,train
ClCC(=O)C1(OC(=O)CCC)C2(CC(=O)C3(F)C(C2CC1C)CCC1=CC(=O)C=CC13C)C,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,train
Clc1ccc(N2C3=CC(=NC(C)C)C(Nc4ccc(Cl)cc4)=CC3=Nc3c2cccc3)cc1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,train
ClC(=C(c1ccc(OCCN(CC)CC)cc1)c1ccccc1)c1ccccc1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,train
Clc1cc2N(c3c(CCc2cc1)cccc3)CCCN(C)C,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
Clc1ccccc1C1=NCC(=O)Nc2c1cc([N+](=O)[O-])cc2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
Clc1cccc(Cl)c1NC=1NCCN=1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
Clc1c2[C@@H]3NC(=O)[C@H](NC(=O)[C@H](NC)c4cc(O)c(Oc(cc1O)c2)cc4)Cc1ccc(Oc2cc4[C@@H](NC3=O)C(=O)N[C@@H]3c5cc(-c6c(cc(O)cc6O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)[C@H](NC(=O)[C@@H](NC3=O)[C@H](O)c3cc(Cl)c(Oc(c4)c2O[C@@H]2O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]2NC(=O)CCCCCCCCC(C)C)cc3)C(=O)NCCCN(C)C)c(O)cc5)cc1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,train
Clc1ccccc1C(N1CCc2sccc2C1)C(OC)=O,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,train
Clc1cc2c(NC(=O)C(N=C2c2ccccc2)C(O)=O)cc1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,train
Fc1cc(N2C[C@@H](OC2=O)CO)ccc1-c1ccc(nc1)-c1nn(nn1)C,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,train
Clc1cc2NC(N3CCN(CC3)C)=C3C(=Nc2cc1)C=CC=C3,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,train
O(C)c1ccc(cc1C12CC3CC(C1)CC(C2)C3)-c1cc2c(cc(cc2)C(O)=O)cc1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,train
s1c2c(cc1)C(c1c(CC2)cccc1)=C1CCN(CC1)C,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,train
O(C(=O)c1ccccc1)C1CC2N(C(CC2)C1C(OC)=O)C,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,train
P(O)(O)(=O)COCCn1c2ncnc(N)c2nc1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,train
O(C)C1=CC=C2C(=CC1=O)C(NC(=O)C)CCc1c2c(OC)c(OC)c(OC)c1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,train
O(CC)C(=O)[C@@H](N[C@@H](C(=O)N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCCC2)C)CCC.NC(C)(C)C,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O(CC)C(=O)[C@@H](N[C@@H](C(=O)N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCCC2)C)CCC,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O=C1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C(=CC(=O)C=C1)C(C3)=C)C,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,train
Fc1ccc(cc1)[C@@H](O)CC[C@@H]1[C@H](N(C1=O)c1ccc(F)cc1)c1ccc(O)cc1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,train
O=C(N(CC)c1ccccc1C)C=CC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
[Co+2].P(OC1C(O)C(OC1CO)n1c2cc(C)c(cc2nc1)C)(OC(CNC(=O)CCC1(C=2[N-]C(C3(N=C(C(CCC(=O)N)C3(CC(=O)N)C)C(=C3N=C(C=C4N=C(C(CCC(=O)N)C4(C)C)C=2C)C(CCC(=O)N)C3(CC(=O)N)C)C)C)C1CC(=O)N)C)C)(O)=O.N#[C-],0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,train
N(CCC=C1c2c(C=Cc3c1cccc3)cccc2)(C)C,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
OC1(CCCC1)C(C(OCCN(C)C)=O)c1ccccc1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,train
ClCCN(P1(OCCCN1)=O)CCCl,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,train
O=C1N(C)C(C(O)C(CC=CC)C)C(=O)NC(CC)C(=O)N(CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C1C(C)C)C,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,train
N1(CCC(CC1)=C1c2c(C=Cc3c1cccc3)cccc2)C,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
ClC=1C2=CC(=O)C3C(C3)C2(C2C(C3CCC(OC(=O)C)(C(=O)C)C3(CC2)C)C=1)C,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,train
O=C([O-])[O-].[Li+].[Li+],0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,train
Cl[C@@]12C(C3C[C@@H](C)C(C(=O)CO)C3(CC1O)C)C[C@H](F)C1=CC(=O)C=CC12C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,train
s1c(nc(C)c1C(O)=O)-c1cc(C#N)c(OCC(C)C)cc1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O=C1c2c(C(=O)c3c1ccnc3)c(NCCN)ccc2NCCN,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,train
o1ncc2CC3(C4C(C5CCC(O)(C#C)C5(CC4)C)CCC3=Cc12)C,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
o1c(ccc1C=NN1CC(=O)N=C1[O-])-c1ccc([N+](=O)[O-])cc1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,train
S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,train
O1C(C)C(O)C(N)CC1OC1CC(O)(Cc2c1c(O)c1c(C(=O)c3c(C1=O)c(OC)ccc3)c2O)C(=O)C,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
OC=1C(=O)C=CN(C)C=1C,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,train
O1c2c(C3C(CCC(=C3)C)C1(C)C)c(O)cc(c2)CCCCC,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,train
N(CCCN1c2c(CCc3c1cccc3)cccc2)C,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,train
FC12C(C3CC(C)C(C(=O)CO)C3(CC1O)C)CCC1=CC(=O)C=CC12C,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,train
NC(Cc1ccccc1)C,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,train
