cano_smiles,FDA_APPROVED,CT_TOX,group
[N+](CCCCCC[N+](C)(C)C1c2c(-c3c1cccc3)cccc2)(C)(C)C1c2c(-c3c1cccc3)cccc2,1,0,train
s1cccc1C(O)(C(OC1C[C@H]2[N+]([C@H]([C@@H]3O[C@H]23)C1)(C)C)=O)c1sccc1,1,0,train
O(C(=O)C(O)c1ccccc1)C1CC2[N+](C(C1)CC2)(C)C,1,0,train
O1[C@@H]2[C@]34CC[N+]([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)(CC1CC1)C,1,0,train
[N+]1(CCC(CC1)=C(c1ccccc1)c1ccccc1)(C)C,1,0,train
O(C(=O)C(O)(C1CCCC1)c1ccccc1)C1CC[N+](C1)(C)C,1,0,train
O(C)c1c(OC)cc(cc1OC)C[C@H]1[N+](CCc2c1c(OC)c(OC)c(OC)c2)(CCCOC(=O)CCC(OCCC[N+]1(CCc2c([C@@H]1Cc1cc(OC)c(OC)c(OC)c1)c(OC)c(OC)c(OC)c2)C)=O)C,1,0,train
O(C)c1c(OC)cc(cc1OC)C[C@H]1[N+](CCc2cc(OC)c(OC)cc12)(CCCOC(=O)CC\C=C\CCC(OCCC[N+]1(CCc2cc(OC)c(OC)cc2[C@H]1Cc1cc(OC)c(OC)c(OC)c1)C)=O)C,1,0,train
O(C)c1cc(ccc1OC)CC1[N+](CCc2c1cc(OC)c(OC)c2)(CCC(OCCCCCOC(=O)CC[N+]1(CCc2c(cc(OC)c(OC)c2)C1Cc1cc(OC)c(OC)cc1)C)=O)C,1,0,train
O1c2cc(C[C@H]3[N+](CCc4cc(OC)c(OC)c(Oc5ccc(C[C@@H]6[N+](CCc7cc(OC)c1cc67)(C)C)cc5)c34)(C)C)ccc2OC,1,0,train
O(C(=O)C(O)(c1ccccc1)c1ccccc1)C1CCC[N+](C1)(C)C,1,0,train
s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(C[N+]3(CCCC3)C)=C(N2C1=O)C(=O)[O-],1,0,train
[N+]1(CCCC1)(CCCCC[N+]1(CCCC1)C)C,1,0,train
OC(CN1CC[N+](CC1)(C)C)(C1CCCCC1)c1ccccc1,1,0,train
O(C(=O)C(O)(c1ccccc1)c1ccccc1)C1C2CC[N+](C1)(CC2)C,1,0,train
O(C(=O)N(C)C)c1ccc[n+](c1)C,1,0,train
O\N=C\c1[n+](cccc1)C,1,0,train
O(C)c1cc(ccc1OC)C[C@H]1[N@+](CCc2cc(OC)c(OC)cc12)(CCC(OCCCCCOC(=O)CC[N@+]1(CCc2cc(OC)c(OC)cc2[C@H]1Cc1cc(OC)c(OC)cc1)C)=O)C,1,0,train
Clc1c2c(C(=O)C=3[C@H](C[C@@H]4[C@@](O)(C(=O)C(C(=O)N)=C([O-])[C@H]4[NH+](C)C)C=3[O-])[C@@H]2O)c([O-])cc1,1,0,train
O(C)c1cc(ccc1)[C@@]1(O)CCCC[C@@H]1C[NH+](C)C,1,0,train
OC1(CCCCC1)C(C[NH+](C)C)c1ccc(O)cc1,1,0,train
O(C)c1ccc(cc1)C(C[NH+](C)C)C1(O)CCCCC1,1,0,train
O1Cc2c(cccc2)/C(/c2cc(ccc12)CC(=O)[O-])=C/CC[NH+](C)C,1,0,train
Brc1ccc(cc1)[C@H](CC[NH+](C)C)c1ncccc1,1,0,train
O1C[C@@H](NC1=O)Cc1cc2c([nH]cc2CC[NH+](C)C)cc1,1,0,train
[NH+](CCc1c2cc(ccc2[nH]c1)Cn1ncnc1)(C)C,1,0,train
S(=O)(=O)(N1CCCC1)Cc1cc2c([nH]cc2CC[NH+](C)C)cc1,1,0,train
Fc1ccc(cc1)[C@@]1(OCc2cc(ccc12)C#N)CCC[NH+](C)C,1,0,train
Clc1cc2N(c3c(CCc2cc1)cccc3)CCC[NH+](C)C,1,0,train
[NH+](CCCN1c2c(CCc3c1cccc3)cccc2)(C)C,1,0,train
Clc1cc2N(c3c(Sc2cc1)cccc3)CCC[NH+](C)C,1,0,train
S1c2c(N(c3c1cccc3)CCC[NH+](C)C)cccc2,1,0,train
O(C)c1ccc(cc1)CN(CC[NH+](C)C)c1ncccc1,1,0,train
[NH+](CCN(Cc1ccccc1)c1ncccc1)(C)C,1,0,train
s1cc(nc1N)CC(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CC[NH+](C)C)=C(N2C1=O)C(=O)[O-],1,0,train
O(C(c1ccccc1)c1ccccc1)CC[NH+](C)C,1,0,train
OC1(CCCC1)C(C(OCC[NH+](C)C)=O)c1ccccc1,1,0,train
O(C)c1c(OC)cc(cc1OC)C(=O)NCc1ccc(OCC[NH+](C)C)cc1,1,0,train
[NH+](Cc1c2c(ccc1)cccc2)(C\C=C\c1ccccc1)C,1,0,train
[NH+](Cc1ccccc1)(CC#C)C,1,0,train
S(=O)(=O)(Nc1ccc(cc1)CC[NH+](CCOc1ccc(NS(=O)(=O)C)cc1)C)C,1,0,train
ClCC[NH+](CCCl)C,1,0,train
O1[C@H]2[C@H]3[NH+]([C@@H]([C@@H]12)CC(OC(=O)[C@H](CO)c1ccccc1)C3)C,1,0,train
O(C(c1ccccc1)c1ccccc1)C1C[C@@H]2[NH+]([C@@H](C1)CC2)C,1,0,train
Clc1cc2[C@@H]3[C@@H](c4c(Oc2cc1)cccc4)C[NH+](C3)C,1,0,train
O1[C@@H]2[C@@]3(CC[NH+](Cc4c3c1c(OC)cc4)C)C=C[C@H](O)C2,1,0,train
O1[C@@H]2[C@]34[C@H]([C@H]([NH+](CC3)C)Cc3c4c1c(OC)cc3)CC[C@@H]2O,1,0,train
O1[C@@H]2[C@]34CC[NH+]([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)C,1,0,train
O1[C@@H]2[C@]34CC[NH+]([C@H](Cc5c3c1c(OC)cc5)[C@]4(O)CCC2=O)C,1,0,train
O1[C@@H]2[C@]34[C@H]([C@H]([NH+](CC3)C)Cc3c4c1c(O)cc3)CCC2=O,1,0,train
O1[C@@H]2[C@]34[C@H]([C@H]([NH+](CC3)C)Cc3c4c1c(OC)cc3)CCC2=O,1,0,train
Oc1cc2[C@@]34[C@H]([C@H]([NH+](CC3)C)Cc2cc1)CCCC4,1,0,train
[NH+]1(CCC(CC1)=C1c2c(CCc3c1nccc3)cccc2)C,1,0,train
O=Cc1n2c([nH+]c1)C(c1c(CC2)cccc1)=C1CC[NH+](CC1)C,1,0,train
Brc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCC2CC[NH+](CC2)C)c3)cc1,1,0,train
O(C(c1ccccc1)c1ccccc1)C1CC[NH+](CC1)C,1,0,train
O1c2cc3[C@@H]([NH+](CCc3cc2OC)C)Cc2ccc(Oc3c4[C@H]([N+](CCc4cc(OC)c3O)(C)C)Cc3cc1c(O)cc3)cc2,1,0,train
Oc1c-2c(C[C@H]3[NH+](CCc4c3c-2ccc4)C)ccc1O,1,0,train
[NH+]1(CCC[C@H]1c1cccnc1)C,1,0,train
S1c2c(cccc2)C(c2c1cccc2)CC1CCC[NH+](C1)C,1,0,train
S1c2c(N(c3c1cccc3)CCC1[NH+](CCCC1)C)cc(S(=O)C)cc2,1,0,train
[NH+]1(CCN(CC1)C(c1ccccc1)c1ccccc1)C,1,0,train
Clc1ccc(nc1)N1[C@@H](OC(=O)N2CC[NH+](CC2)C)c2nccnc2C1=O,1,0,train
Clc1cc2c(Oc3c([NH+]=C2N2CC[NH+](CC2)C)cccc3)cc1,1,0,train
S1c2c(cc(S(=O)(=O)N(C)C)cc2)\C(\c2c1cccc2)=C/CCN1CC[NH+](CC1)C,1,0,train
S1c2c(N(c3c1cccc3)CCCN1CC[NH+](CC1)C)cc(cc2)C(F)(F)F,1,0,train
[NH+]1(CC2N(CC1)c1ncccc1Cc1c2cccc1)C,1,0,train
O=C(N)c1cc2c3C[C@H]([NH2+]C)CCc3[nH]c2cc1,1,0,train
Clc1cc(ccc1Cl)[C@@H]1CC[C@H]([NH2+]C)c2c1cccc2,1,0,train
Clc1ccccc1C1([NH2+]C)CCCCC1=O,1,0,train
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C[NH2+]C,1,0,train
Oc1cc(ccc1O)[C@@H](O)C[NH2+]C,1,0,train
Oc1cc(ccc1)[C@@H](O)C[NH2+]C,1,0,train
FC(F)(F)c1ccc(OC(CC[NH2+]C)c2ccccc2)cc1,1,0,train
[NH2+](CCCC12CCC(c3c1cccc3)c1c2cccc1)C,1,0,train
[NH2+](CCCC1c2c(C=Cc3c1cccc3)cccc2)C,1,0,train
O=C1CCC2=C3[C@H]([C@@H]4CC[C@@](O)(C#CC)[C@]4(C[C@@H]3c3ccc(N(C)C)cc3)C)CCC2=C1,1,0,train
O[C@@H]1C[C@H]2[C@H](C\C(\C2)=C\CCCC(=O)[O-])[C@H]1\C=C\[C@@H](O)C(CC#CC)C,1,0,train
O=C1N(Cc2nc(c3c(n2)cccc3)C)C(=O)N(c2nc(n(c12)CC#CC)N1C[C@H]([NH3+])CCC1)C,1,0,train
O=C(N[C@H](Cc1ccccc1)C(=O)[O-])C1CCC(CC1)C(C)C,1,0,train
[nH+]1ccc(N\C(=N\C(C(C)(C)C)C)\NC#N)cc1,1,0,train
O(C)c1ccc(OC)cc1C(O)C([NH3+])C,1,0,train
OC(C(=O)[O-])C,1,0,train
FC=1C=2C(=NC(=O)/C(=C\3/Nc4cc(N5CCN(CC5)C)ccc4N/3)/C=2N)C=CC=1.O.OC(C(O)=O)C,0,1,train
SC([C@@H]([NH3+])C(=O)[O-])(C)C,1,0,train
n1cn(nc1)Cc1cc(cc(c1)C(C#N)(C)C)C(C#N)(C)C,1,0,train
n1cn(nc1)Cc1cc(cc(c1)C(C#N)(C)C)C(C#N)(C)C,0,1,train
O=C1N(c2c3cc(ccc3ncc2N1C)-c1cc2c(nc1)cccc2)c1ccc(cc1)C(C#N)(C)C,0,1,train
Clc1ccc(cc1)C(=O)c1ccc(OC(C(=O)[O-])(C)C)cc1,1,0,train
Clc1ccc(cc1)C(=O)c1ccc(OC(C(=O)NCCS(=O)(=O)[O-])(C)C)cc1,1,0,train
O(C(=O)N[C@@H](C(C)(C)C)C(=O)N[C@H]([C@@H](O)CN(NC(=O)[C@@H](NC(OC)=O)C(C)(C)C)Cc1ccc(cc1)-c1ncccc1)Cc1ccccc1)C,1,1,train
Oc1ccc(cc1CO)[C@@H](O)C[NH2+]C(C)(C)C,1,0,train
s1nc(N2CCOCC2)c(OC[C@@H](O)C[NH2+]C(C)(C)C)n1,1,0,train
O(C[C@@H](O)C[NH2+]C(C)(C)C)c1c2c(ccc1)C(=O)CCC2,1,0,train
O(C[C@@H](O)C[NH2+]C(C)(C)C)c1ccccc1C1CCCC1,1,0,train
Oc1cc(cc(O)c1)C(O)C[NH2+]C(C)(C)C,1,0,train
Oc1ccc(cc1CO)C(O)C[NH2+]C(C)(C)C,1,0,train
Oc1ccc(nc1CO)C(O)C[NH2+]C(C)(C)C,1,0,train
O(CC(O)C[NH2+]C(C)(C)C)c1c2C[C@H](O)[C@H](O)Cc2ccc1,1,0,train
O(CC(O)C[NH2+]C(C)(C)C)c1c2CCC(=O)Nc2ccc1,1,0,train
O=C1[C@]2(O)[C@@H](C[C@H]3C(=C2[O-])C(=O)c2c(C3)c(N(C)C)cc(NC(=O)C[NH2+]C(C)(C)C)c2[O-])[C@H]([NH+](C)C)C([O-])=C1C(=O)N,1,0,train
O(C(=O)C(C)(C)C)c1cc(ccc1OC(=O)C(C)(C)C)C(O)C[NH2+]C,1,0,train
P(OCOC(=O)C(C)(C)C)(OCOC(=O)C(C)(C)C)(=O)COCCn1c2ncnc(N)c2nc1,1,1,train
S(C(Sc1cc(C(C)(C)C)c(O)c(c1)C(C)(C)C)(C)C)c1cc(C(C)(C)C)c(O)c(c1)C(C)(C)C,1,0,train
O(C)c1ccc(cc1)C(=O)CC(=O)c1ccc(cc1)C(C)(C)C,1,0,train
Clc1ccc(cc1)C(N1CC[NH+](CC1)Cc1ccc(cc1)C(C)(C)C)c1ccccc1,1,0,train
S(=O)([O-])(=Nc1nc(nc(OCCO)c1Oc1ccccc1OC)-c1ncccn1)c1ccc(cc1)C(C)(C)C,1,0,train
Oc1ccc(cc1)C(CC(C)(C)C)(C)C,1,0,train
O=C(N[C@@H](CC(=O)N)C(=O)N[C@H]([C@H](O)C[NH+]1C[C@@H]2[C@H](C[C@H]1C(=O)NC(C)(C)C)CCCC2)Cc1ccccc1)c1nc2c(cc1)cccc2,1,0,train
O[C@@H]1Cc2c(cccc2)[C@@H]1NC(=O)[C@H](Cc1ccccc1)C[C@H](O)C[NH+]1CCN(C[C@H]1C(=O)NC(C)(C)C)Cc1cccnc1,1,0,train
OC(C1CC[NH+](CC1)CCCC(O)c1ccc(cc1)C(C(=O)[O-])(C)C)(c1ccccc1)c1ccccc1,1,0,train
O=C(C(C)(C)c1cccnc1)c1cccnc1,1,0,train
Clc1ccc(cc1)CC([NH3+])(C)C,1,0,train
[NH2+](C(Cc1ccccc1)(C)C)C,1,0,train
OCC([C@@H](O)C(=O)NCCC(=O)[O-])(C)C,1,0,train
OCC([C@@H](O)C(=O)NCCCO)(C)C,1,0,train
Clc1ccc(N\C(=[NH+]\C(=[NH+]\C(C)C)\N)\N)cc1,1,0,train
Clc1ccc(N2C3=C\C(=N/C(C)C)\C(Nc4ccc(Cl)cc4)=CC3=Nc3c2cccc3)cc1,1,0,train
O=C1N=C(Nc2n(cnc12)COC(COC(=O)[C@@H]([NH3+])C(C)C)CO)N,1,0,train
O=C1NC(=Nc2n(cnc12)COCCOC(=O)[C@@H]([NH3+])C(C)C)N,1,0,train
O=C1N=C(Nc2n(cnc12)COCCOC(=O)[C@@H](N)C(C)C)N,0,1,train
O(CCCOC)c1cc(ccc1OC)C[C@H](C(C)C)C[C@H]([NH3+])[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C(=O)N)(C)C,1,0,train
FC[C@]1(OC(=O)C[C@@H]1NC(=O)[C@]1(ON=C(C1)c1nccc2c1cccc2)C(C)C)O,0,1,train
O(C(=O)C(CO)c1ccccc1)C1C[C@@H]2[N+]([C@@H](C1)CC2)(C(C)C)C,1,0,train
O=C(N)C(CC[NH+](C(C)C)C(C)C)(c1ccccc1)c1ncccc1,1,0,train
Clc1cc(Cl)ccc1[C@@]1(O[C@H](CO1)COc1ccc(N2CC[NH+](CC2)C(C)C)cc1)Cn1ncnc1,1,0,train
O(C[C@@H](O)C[NH2+]C(C)C)c1ccc(cc1)CCOCC1CC1,1,0,train
Oc1cc(ccc1O)C(O)C[NH2+]C(C)C,1,0,train
S(=O)(=O)(Nc1ccc(cc1)C(O)C[NH2+]C(C)C)C,1,0,train
O(CC(O)C[NH2+]C(C)C)c1ccc(cc1)CCC(OC)=O,1,0,train
O(CC(O)C[NH2+]C(C)C)c1ccc(cc1)CCOCC1CC1,1,0,train
O(CC(O)C[NH2+]C(C)C)c1ccc(cc1)COCCOC(C)C,1,0,train
O(CC(O)C[NH2+]C(C)C)c1c2c([nH]cc2)ccc1,1,0,train
O(CC(O)C[NH2+]C(C)C)c1c2c(ccc1)cccc2,1,0,train
O(CC(O)C[NH2+]C(C)C)c1ccccc1OCC=C,1,0,train
O=C(N)C1(c2c(-c3c1cccc3)cccc2)CCC[NH2+]C(C)C,1,0,train
O(C)c1cc(ccc1OC)C(C(C)C)(CCC[NH+](CCc1cc(OC)c(OC)cc1)C)C#N,1,0,train
FC(F)(F)c1cc(NC(=O)C(C)C)ccc1[N+](=O)[O-],1,0,train
O(C(=O)C(C)C)c1ccc(cc1[C@H](CC[NH+](C(C)C)C(C)C)c1ccccc1)CO,1,0,train
Fc1ccc(cc1)-c1c(COC)c(nc(C(C)C)c1\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])C(C)C,1,0,train
Fc1ccc(cc1)-c1n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c(C(=O)Nc2ccccc2)c1-c1ccccc1,1,0,train
S(=O)(=O)(N(C)c1nc(-c2ccc(F)cc2)c(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c(n1)C(C)C)C,1,0,train
O1c2c(cc(cc2)C(C)C)C(=O)c2cc(C(=O)[O-])c(nc12)N,1,0,train
O=C(Nc1c(cccc1C(C)C)C(C)C)C[NH+](CC(=O)[O-])CC(=O)[O-],1,0,train
Oc1c(cccc1C(C)C)C(C)C,1,0,train
P(OCOc1c(cccc1C(C)C)C(C)C)(=O)([O-])[O-],1,0,train
s1cncc1COC(=O)N[C@H]([C@@H](O)C[C@@H](NC(=O)[C@@H](NC(=O)N(Cc1nc(sc1)C(C)C)C)C(C)C)Cc1ccccc1)Cc1ccccc1,1,0,train
O1C[C@@]1(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN1CCOCC1)CCc1ccccc1)CC(C)C)Cc1ccccc1)CC(C)C)C,0,1,train
Oc1ccc(cc1)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)C(=O)N[C@H](Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N,1,0,train
Oc1ccc(cc1)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1nc[nH]c1)Cc1c2c([nH]c1)cccc2)CO)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N,1,0,train
Oc1ccc(cc1)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)C(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)COC(C)(C)C,0,1,train
O=C([O-])C[C@H](CC(C)C)C[NH3+],1,0,train
Brc1[nH]c2c3c1C[C@H]1[NH+](C[C@@H](C=C1c3ccc2)C(=O)N[C@@]1(O[C@]2(O)N([C@@H](CC(C)C)C(=O)N3[C@H]2CCC3)C1=O)C(C)C)C,1,0,train
Oc1ccc(cc1)CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CCC[NH+]=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)COC(C)(C)C,1,0,train
Oc1ccc(cc1)CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1nc[nH]c1)Cc1c2c([nH]c1)cccc2)CO)C(=O)NC(Cc1cc2c(cc1)cccc2)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=[NH2+])N)C(=O)N1CCCC1C(=O)NCC(=O)N,1,0,train
Clc1ccc(cc1)C1(CCC1)C([NH+](C)C)CC(C)C,1,0,train
O=C1NC(=O)NC(=O)C1(CC(C)C)CC=C,1,0,train
O(C)c1cc2C3[NH+](CC(CC(C)C)C(=O)C3)CCc2cc1OC,1,0,train
O=C([O-])C(C)c1ccc(cc1)CC(C)C,1,0,train
S(=O)(=O)(N(CC(C)C)C[C@@H](O)[C@@H](NC(O[C@H]1CCOC1)=O)Cc1ccccc1)c1ccc(N)cc1,1,0,train
S(=O)(=O)(N(CC(C)C)C[C@@H](OP(=O)([O-])[O-])[C@@H](NC(O[C@H]1CCOC1)=O)Cc1ccccc1)c1ccc(N)cc1,1,0,train
S(=O)(=O)(N(CC(C)C)C[C@@H](O)[C@@H](NC(O[C@@H]1[C@H]2[C@@H](OC1)OCC2)=O)Cc1ccccc1)c1ccc(N)cc1,1,0,train
n1c2c(c3n(cnc3c1N)CC(C)C)cccc2,1,0,train
S(=O)(=O)(N1CCCC1)c1ccccc1-c1ccc(cc1)CNCC(C)C,0,1,train
S(CC[C@H](NC(=O)[C@@H](NC(=O)CCNC(OCC(C)C)=O)Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc1ccccc1)C(=O)N)C,1,0,train
Fc1ccc(cc1)-c1c2c(n(C(C)C)c1\C=C\[C@H](O)C[C@H](O)CC(=O)[O-])cccc2,1,0,train
O=C(NC(C)C)c1ccc(cc1)CNNC,1,0,train
S(=O)(=O)(Nc1cc2cc([nH]c2cc1)C(=O)N1CCN(CC1)c1ncccc1NC(C)C)C,1,0,train
OC(C)C,1,0,train
Clc1ccc(cc1)C(=O)c1ccc(OC(C(OC(C)C)=O)(C)C)cc1,1,0,train
O[C@@H]1C[C@H](O)[C@H](C\C=C/CCCC(OC(C)C)=O)[C@H]1CC[C@@H](O)CCc1ccccc1,1,0,train
s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(COC)=C(N2C1=O)C(OC(OC(OC(C)C)=O)C)=O,1,0,train
P(F)(OC(C)C)(OC(C)C)=O,1,0,train
S1SCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C([NH3+])Cc2ccccc2)C1)Cc1ccccc1)Cc1c2c([nH]c1)cccc2)CCCC[NH3+])C(O)C)C(=O)NC(C(O)C)CO,1,0,train
s1c2c(cc1C(N(O)C(=O)N)C)cccc2,1,0,train
Fc1cc(ccc1-c1ccccc1)C(C(=O)[O-])C,1,0,train
O=C(c1cc(ccc1)C(C(=O)[O-])C)c1ccccc1,1,0,train
O(c1cc(ccc1)C(C(=O)[O-])C)c1ccccc1,1,0,train
O(C(C)(c1ccccc1)c1ncccc1)CC[NH+](C)C,1,0,train
O(C(C[N+](C)(C)C)C)C(=O)C,1,0,train
O(C(C[N+](C)(C)C)C)C(=O)N,1,0,train
Oc1ccc(cc1)CC([NH3+])C,1,0,train
O(C)c1ccc(cc1)CC([NH2+]CC(O)c1cc(NC=O)c(O)cc1)C,1,0,train
O1c2cc(ccc2OC1)CC([NH2+]CC(O)c1cc(O)c(O)cc1)C,1,0,train
[NH+](Cc1ccccc1)(C(Cc1ccccc1)C)C,1,0,train
Oc1cc(ccc1O)CC[NH2+]C(CCc1ccc(O)cc1)C,1,0,train
Oc1ccc(cc1C(=O)N)C(O)C[NH2+]C(CCc1ccccc1)C,1,0,train
O(C)c1cc(NC(CCC[NH3+])C)c2ncccc2c1,1,0,train
Ic1c(N(C(=O)C)CC(C(=O)[O-])C)c(I)cc(I)c1N,1,0,train
[NH+](CC(CN1c2c(CCc3c1cccc3)cccc2)C)(C)C,1,0,train
S1c2c(N(c3c1cccc3)CC([NH+](C)C)C)cccc2,1,0,train
S1c2c(N(c3c1cccc3)CC(C[NH+](C)C)C)cccc2,1,0,train
OC(CN1CCN(CCN(CC[NH+](CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C,1,0,train
ClCC[NH+](Cc1ccccc1)C(COc1ccccc1)C,1,0,train
S1\C(=N/C(=O)C)\N(N=C1S(=O)(=O)N)C,1,0,train
O=C1CCC2=C3[C@H]([C@@H]4CC[C@](OC(=O)C)(C(=O)C)[C@]4(C[C@@H]3c3ccc(N(C)C)cc3)C)CCC2=C1,1,0,train
O=C1CC[C@]2([C@H]3[C@H]([C@@H]4CC[C@H](C(=O)C)[C@]4(CC3)C)C=CC2=C1)C,1,0,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](C(=O)C)[C@]4(CC3)C)CCC2=C1)C,1,0,train
O=C([O-])C,1,0,train
Fc1cc2onc(c2cc1)C1CC[NH+](CC1)CCCOc1ccc(cc1OC)C(=O)C,1,0,train
S(=O)([O-])(=NC(=O)NC1CCCCC1)c1ccc(cc1)C(=O)C,1,0,train
S1c2c(N(c3c1cccc3)CCC[NH+]1CCC(CC1)CCO)cc(cc2)C(=O)C,1,0,train
S1c2c(N(c3c1cccc3)CCCN1CC[NH+](CC1)CCO)cc(cc2)C(=O)C,1,0,train
O1c2c(cccc2)C([O-])=C(C(CC(=O)C)c2ccccc2)C1=O,1,0,train
Ic1c(C(=O)NCC(=O)Nc2c(I)c(C(=O)NCCO)c(I)c(C(=O)[O-])c2I)c(I)c(N(C(=O)C)C)c(I)c1C(=O)NC,1,0,train
Ic1c(C(=O)NCC(O)CO)c(I)c(N(C(=O)C)CC(O)CO)c(I)c1C(=O)NCCO,1,0,train
Clc1cc(Cl)ccc1[C@@]1(O[C@H](CO1)COc1ccc(N2CCN(CC2)C(=O)C)cc1)Cn1ccnc1,0,1,train
Clc1cc(Cl)ccc1[C@@]1(O[C@H](CO1)COc1ccc(N2CCN(CC2)C(=O)C)cc1)Cn1ccnc1,1,0,train
SC[C@H](NC(=O)C)C(=O)[O-],1,0,train
S(O[C@H]1O[C@@H](O)[C@H](NC(=O)C)[C@@H](O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O)(=O)(=O)[O-],1,0,train
O1[C@@H]([C@H](O)[C@H](O)CO)[C@H](NC(=O)C)[C@@H]([NH+]=C(N)N)C=C1C(=O)[O-],1,0,train
O(C[C@@H](NC(=O)C)C(=O)NCc1ccccc1)C,1,0,train
O(C)C1=CC=C2c3c(cc(OC)c(OC)c3OC)CC[C@H](NC(=O)C)C2=CC1=O,1,0,train
Ic1c(C(=O)NC)c(I)c(NC(=O)C)c(I)c1C(=O)[O-],1,0,train
Ic1c(C(=O)[O-])c(I)c(NC(=O)C)c(I)c1N(C(=O)C)C,1,0,train
Ic1c(C(=O)[O-])c(I)c(NC(=O)C)c(I)c1NC(=O)C,1,0,train
Ic1c(C(=O)[O-])c(I)cc(I)c1NC(=O)C,1,0,train
s1c(nnc1S(=O)(=O)N)NC(=O)C,1,0,train
Ic1c(CNC(=O)C)c(I)c(NC(=O)C)c(I)c1C(=O)[O-],1,0,train
S(=O)(=O)([O-])CCCNC(=O)C,1,0,train
O=C(NO)C,1,0,train
O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@@](OC(=O)C)(C#C)[C@]4(CC3)C)CCC2=C1,1,0,train
O1CC[NH+](CC1)[C@H]1C[C@]2([C@H](C[C@@H]1O)CC[C@H]1[C@@H]3C[C@H]([N+]4(CCCC4)CC=C)[C@H](OC(=O)C)[C@]3(CC[C@@H]12)C)C,1,0,train
O(C(=O)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2([C@H](C[C@H](OC(=O)C)[C@@H]([N+]4(CCCCC4)C)C2)CC3)C)C[C@@H]1[N+]1(CCCCC1)C)C,1,0,train
O(C(=O)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2([C@H](C[C@H](OC(=O)C)[C@@H]([NH+]4CCCCC4)C2)CC3)C)C[C@@H]1[N+]1(CCCCC1)C)C,1,0,train
O(C(=O)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2([C@H](C[C@H](OC(=O)C)[C@@H](N4CC[N+](CC4)(C)C)C2)CC3)C)C[C@@H]1N1CC[N+](CC1)(C)C)C,1,0,train
O(C(=O)C)[C@@H]1CC2=CC[C@H]3[C@@H]4CC=C([C@]4(CC[C@@H]3[C@]2(CC1)C)C)c1cccnc1,1,0,train
O(C(=O)C)[C@@H]1CC2=CC[C@H]3[C@@H]4CC=C([C@]4(CC[C@@H]3[C@]2(CC1)C)C)c1cccnc1,0,1,train
