,smiles,FDA_APPROVED,CT_TOX,cano_smiles
337,[N+](=C(\N)/N)\CCN1CCCCCCC1,1,0,NC(N)=[N+]CCN1CCCCCCC1
338,S=C1N(O)C=CC=C1,1,0,On1ccccc1=S
339,O=C(N1CCCCC1)c1cc2nonc2cc1,0,1,O=C(c1ccc2nonc2c1)N1CCCCC1
340,Clc1cc(N2CCN(CCCN3C(=O)N4C(=N3)C=CC=C4)CC2)ccc1,1,0,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
341,Ic1cc(F)c(Nc2c(F)c(F)ccc2C(=O)N2CC(O)([C@H]3NCCCC3)C2)cc1,0,1,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1
342,Clc1ccc([C@H](OC2CCN(CCCC(=O)O)CC2)c2ncccc2)cc1,1,0,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1
343,S(=O)(=O)(/N=C/1\NC=CC=C\1)c1ccc(N=Nc2cc(C(=O)[O-])c(O)cc2)cc1,1,0,O=C([O-])c1cc(N=Nc2ccc(S(=O)(=O)/N=c3/cccc[nH]3)cc2)ccc1O
344,S(=O)(=O)(/N=C/1\NC=CC=C\1)c1ccc(N)cc1,1,0,Nc1ccc(S(=O)(=O)/N=c2/cccc[nH]2)cc1
345,O=C1N([C@H]2O[C@@H](CO)SC2)C=CC(N)=N1,1,0,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
346,O=C1N([C@H]2[C@@H](O)[C@H](O)[C@@H](CO)O2)C=CC(N)=N1,1,1,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
349,O=C1N([C@@H]2O[C@H](CO)CC2)C=CC(N)=N1,1,0,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
350,P(=O)([O-])([O-])CO[C@H](CO)C[N+]=1C(=O)NC(=[N+])CC=1,1,0,[N+]=C1CC=[N+](C[C@@H](CO)OCP(=O)([O-])[O-])C(=O)N1
351,O=C(O)CN1CCN(C(C(O)CO)CO)CCN(CC(=O)O)CCN(CC(=O)O)CC1,1,0,O=C(O)CN1CCN(CC(=O)O)CCN(C(CO)C(O)CO)CCN(CC(=O)O)CC1
352,BrCCC(=O)N1CCN(C(=O)CCBr)CC1,1,0,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
353,Clc1c(NC(=O)N2CCN(Cc3cc4OC(F)(F)Oc4cc3)CC2)cncc1,0,1,O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1
354,P(=O)([O-])([O-])C(P(=O)([O-])[O-])(O)C[n+]1c[nH]cc1,1,0,O=P([O-])([O-])C(O)(C[n+]1cc[nH]c1)P(=O)([O-])[O-]
355,ClCCNP1(=O)N(CCCl)CCCO1,1,1,O=P1(NCCCl)OCCCN1CCCl
356,S=P(N1CC1)(N1CC1)N1CC1,1,0,S=P(N1CC1)(N1CC1)N1CC1
357,O=C(N)c1nccnc1,1,0,NC(=O)c1cnccn1
358,S(=O)(=O)(/N=C/1\N=CC=CN\1)c1ccc(N)cc1,1,0,Nc1ccc(S(=O)(=O)/N=c2\nccc[nH]2)cc1
359,O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC2(C1)CCCC2,1,0,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
360,n1c2c(ncc1)cc1[C@H]3CNC[C@@H](c1c2)C3,1,0,c1cnc2cc3c(cc2n1)[C@H]1CNC[C@@H]3C1
361,N1CCNCC1,1,0,C1CNCCN1
362,O=C(NN)c1ccncc1,1,0,NNC(=O)c1ccncc1
363,O=C1C(N)=CC(c2ccncc2)=CN1,1,0,Nc1cc(-c2ccncc2)c[nH]c1=O
364,ClCCN(CCCl)P1(=O)OCCCN1,1,1,O=P1(N(CCCl)CCCl)NCCCO1
365,O=C1OCC1,1,0,O=C1CCO1
366,OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1,1,0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
367,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](n2c3ncnc(N)c3nc2)O1,1,0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
368,O=C1N([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C=NC(N)=N1,1,0,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
370,O=C(N)c1nn([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)cn1,1,0,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
374,Fc1nc(N)c2ncn([C@H]3[C@@H](O)[C@H](O)[C@@H](CO)O3)c2n1,0,1,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
375,P(=O)(OC[C@@H]1[C@@H](O)[C@H](O)[C@H](n2c3nc(F)nc(N)c3nc2)O1)(O)O,0,1,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
376,OC[C@@H]1[C@@H](O)C[C@H](n2c3N=CNC[C@@H](O)c3nc2)O1,1,0,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O
377,O=C1N=C(N)Nc2n(CCC(CO)CO)cnc12,1,0,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1
378,O(CCO)Cn1c2NC(N)=NC(=O)c2nc1,1,0,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
379,OC[C@@H]1C=C[C@H](n2c3nc(N)nc(NC4CC4)c3nc2)C1,1,0,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
381,P(=O)(OC[C@@H]1[C@@H](O)[C@H](O)[C@H](n2c3nc(F)nc(N)c3nc2)O1)([O-])[O-],1,0,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
382,Clc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)C3)c2n1,1,0,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
383,O(C(CO)CO)Cn1c2N=C(N)NC(=O)c2nc1,1,0,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
384,Clc1ccc([C@@](OCC[C@@H]2N(C)CCC2)(C)c2ccccc2)cc1,1,0,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
385,O=C(O)[C@H]1[C@@](Cn2nncc2)(C)S(=O)(=O)[C@H]2N1C(=O)C2,1,0,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
386,O=C(N[C@@]1(C)C(=O)N2[C@@H](Cc3ccccc3)C(=O)N3[C@H]([C@]2(O)O1)CCC3)[C@H]1CN(C)[C@H]2[C@@H](c3c4c([nH]cc4C2)ccc3)C1,1,0,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
387,O=C(N[C@@]1(C)C(=O)N2[C@@H](Cc3ccccc3)C(=O)N3[C@H]([C@]2(O)O1)CCC3)[C@@H]1C=C2[C@H](N(C)C1)Cc1c3c([nH]c1)cccc23,1,0,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
388,O=C1N=C(N)NC=2NC[C@H]([C@@H](O)[C@@H](O)C)NC1=2,1,0,C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1
389,O[C@@H]([C@@H](N)C)c1cc(O)c(O)cc1,1,0,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1
390,O[C@@H]([C@@H](NCCc1ccc(O)cc1)C)c1ccc(O)cc1,1,0,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1
391,O[C@@H]([C@@H](N)C)c1cc(O)ccc1,1,0,C[C@H](N)[C@H](O)c1cccc(O)c1
392,O[C@H]([C@@H](NC)C)c1ccccc1,1,0,CN[C@@H](C)[C@@H](O)c1ccccc1
393,O/N=C(\[C@H](NCC(CN[C@@H](/C(=N\O)/C)C)(C)C)C)/C,1,0,C/C(=N/O)[C@@H](C)NCC(C)(C)CN[C@H](C)/C(C)=N\O
394,O=C(O)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)CCC1)C)CCc1ccccc1,1,0,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
395,Fc1c(N2c3nc(N4C[C@H]5C(NC(=O)[C@@H](NC(=O)[C@@H](N)C)C)[C@H]5C4)c(F)cc3C(=O)C(C(=O)O)=C2)ccc(F)c1,1,0,C[C@H](N)C(=O)N[C@@H](C)C(=O)NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12
396,O=C(N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCO)Cc1c2c([nH]c1)cccc2)CC(C)C)Cc1c2c([nH]c1)cccc2)CC(C)C)Cc1c2c([nH]c1)cccc2)CC(C)C)Cc1c2c([nH]c1)cccc2)C(C)C)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C)CC(C)C)C)C(C)C)C(C)C,1,0,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C
397,Ic1c(NC(=O)[C@@H](O)C)c(I)c(C(=O)NC(CO)CO)c(I)c1C(=O)NC(CO)CO,1,0,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
398,Fc1c([C@](O)([C@@H](C)c2c(F)cncn2)Cn2ncnc2)ccc(F)c1,1,0,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
399,O=[N+](OCCCCOC(=O)[C@@H](C)c1cc2c(cc(OC)cc2)cc1)[O-],0,1,COc1ccc2cc([C@H](C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1
400,O([C@@H](C)C=1C23C(OCCN(C)C2)(C=2C4([C@H](O)C3)[C@]3(C)[C@@H](C[C@@](O)(O4)CC3)CC=2)CC=1)C(=O)c1ccccc1,1,0,C[C@H](OC(=O)c1ccccc1)C1=CCC23OCCN(C)CC12C[C@@H](O)C12O[C@@]4(O)CC[C@@]1(C)[C@H](CC=C32)C4
401,O=C(O)[C@@H](C)c1cc2c(cc(OC)cc2)cc1,1,0,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
402,N[C@H](Cc1ccccc1)C,1,0,C[C@H](N)Cc1ccccc1
403,O=C(N[C@H](Cc1ccccc1)C)[C@@H](N)CCCCN,1,0,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
404,O(C)c1cc2N(C[C@@H](CN(C)C)C)c3c(Sc2cc1)cccc3,1,0,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
405,O=C1NC(=O)CN([C@H](CN2CC(=O)NC(=O)C2)C)C1,1,0,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
406,S([C@H]1C[C@@H](C(=O)N(C)C)NC1)C=1[C@H](C)[C@@H]2[C@@H]([C@H](O)C)C(=O)N2C=1C(=O)O,1,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
407,S([C@H]1C[C@@H](C(=O)Nc2cc(C(=O)O)ccc2)NC1)C=1[C@H](C)[C@@H]2[C@@H]([C@H](O)C)C(=O)N2C=1C(=O)O,1,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12
408,S(=O)(=O)(NC[C@H]1NC[C@@H](SC=2[C@H](C)[C@@H]3[C@@H]([C@H](O)C)C(=O)N3C=2C(=O)O)C1)N,1,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12
409,O=C(CC(O)C(CC(C)C1C(C)/C=C\C=C\C=C\C=C\C=C\C=C\C=C/C(OC2[C@@H](O)[C@@H](N)[C@H](O)[C@@H](C)O2)CC2C(C(=O)O)C(O)CC(O)(O2)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)O1)C)c1ccc(N)cc1,1,0,CC1/C=C\C=C\C=C\C=C\C=C\C=C\C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2OC(O)(CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1)CC(O)C2C(=O)O
410,O=C(O)C1C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2[C@@H](O)[C@@H](N)[C@H](O)[C@@H](C)O2)CC1O,1,0,CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O
411,O([C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](N[C@@H]3[C@H](O)[C@@H](O)[C@@H](O)C(CO)=C3)[C@@H](C)O2)[C@@H](CO)O1,1,0,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@H](O)[C@H](O)[C@H]1O
412,O([C@@H]1[C@@H](C)O[C@@H](O[C@@H]2C[C@@H]3[C@@](C)([C@@H]4[C@H]([C@]5(O)[C@](C)([C@H](O)C4)[C@@H](C4=CC(=O)OC4)CC5)CC3)CC2)C[C@@H]1O)[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)C2)[C@@H](O)C1,1,0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
413,O([C@@H]1[C@@H](C)O[C@@H](O[C@@H]2C[C@@H]3[C@@](C)([C@@H]4[C@H]([C@]5(O)[C@@](C)([C@@H](C6=CC(=O)OC6)CC5)CC4)CC3)CC2)C[C@@H]1O)[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)C2)[C@@H](O)C1,1,0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
414,O([C@@H]1[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](C)O[C@@H](O[C@@H]4C[C@@H]5[C@@](C)([C@@H]6[C@H]([C@]7(O)[C@](C)([C@H](O)C6)[C@@H](C6=CC(=O)OC6)CC7)CC5)CC4)C[C@@H]3O)C[C@@H]2O)C[C@@H]1O)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,1,0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5C[C@@H](O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1
415,O=C(O[C@@H]1[C@H](O)[C@@H](C)O[C@@H](OC2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](C)O[C@@H](OC4C[C@@H]5[C@@](C)([C@@H]6[C@H]([C@]7(O)[C@@](C)([C@@H](C8=CC(=O)OC8)CC7)CC6)CC5)CC4)C[C@@H]3O)C[C@@H]2O)C1)C,1,0,CC(=O)O[C@H]1C[C@H](OC2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O
416,O=C(O)[C@@H]1[C@@H](O)C[C@]2(O)O[C@H]1C[C@@H](OC1[C@@H](O)[C@@H](N)[C@H](O)[C@@H](C)O1)/C=C/C=C/C=C/C=C/C[C@@H](C)OC(=O)/C=C/[C@H]1O[C@@H]1C[C@H](O)C2,1,0,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O
417,O(C)[C@H]1[C@H](O)CC[C@@H](/C=C(/C)\[C@@H]2[C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)/C=C(\C)/C[C@H](C)C[C@H](OC)[C@@H]3[C@@H](OC)C[C@@H](C)[C@](O)(C(=O)C(=O)N4[C@H](C(=O)O2)CCCC4)O3)C1,1,0,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C\[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
418,O=C(O[C@H]1[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)C2)[C@H](C)[C@@H](O[C@H]2[C@H](OC(=O)C)[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)C[C@@]2(C(=O)[C@@H]1C)OC2)C,1,0,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O
419,O(C)[C@H]1[C@@H](C[C@H](O)CN)O[C@@H]2[C@@H]1CC(=O)C[C@@H]1O[C@@H]3[C@@H]4O[C@@]5(O[C@@H]6[C@H](O[C@H]3CC1)[C@H]4O[C@@H]6C5)CC[C@@H]1O[C@H](C(=C)C1)CC[C@@H]1O[C@@H](C(=C)[C@H](C)C1)C2,0,1,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H](C[C@H](O)CN)[C@@H]3OC
420,F[C@@H]1C=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@@](O)(C(=O)COC(=O)C(C)(C)C)[C@H](C)C[C@H]4[C@@H]3C1)C=CC(=O)C=2,1,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C
421,S(C(=O)[C@@]1(OC(=O)c2occc2)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1(F)[C@]3(C)C([C@@H](F)C[C@@H]21)=CC(=O)C=C3)CF,1,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
422,Cl[C@]12[C@@H](O)C[C@]3(C)[C@@H](C(=O)COC(=O)C(C)(C)C)[C@H](C)C[C@H]3[C@@H]1C[C@H](F)C=1[C@]2(C)C=CC(=O)C=1,1,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C
423,F[C@@H]1C=2[C@@](C)([C@H]3[C@@H](O)C[C@]4(C)[C@@](O)(C(=O)COC(=O)C)[C@H](C)C[C@H]4[C@@H]3C1)C=CC(=O)C=2,1,0,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
424,ClCC(=O)[C@@]1(OC(=O)c2occc2)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1(Cl)[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21,1,0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
425,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,1,1,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
426,P(=O)(OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1(F)[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21)([O-])[O-],1,0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-]
427,F[C@]12[C@@H](O)C[C@]3(C)[C@@H](C(=O)CO)[C@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,1,0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
428,O=C1[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O[C@H](C)C1,1,0,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12
429,Clc1c(OC)cc(OC)c2C(=O)[C@@]3([C@H](C)CC(=O)C=C3OC)Oc12,1,0,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
430,S(CC(=O)O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](O)[C@@](C=C)(C)C1)[C@H]2C(=O)CC3)C1C[C@@H]2N(C)[C@H](C1)CC2,1,0,C=C[C@]1(C)C[C@@H](OC(=O)CSC2C[C@@H]3CC[C@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
431,O[C@H]1[C@H](C(C)C)CC[C@@H](C)C1,1,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
432,O(C)[C@@H]1[C@H](C)[C@H]2[C@@]34OO[C@@](C)(O[C@H]3O1)CC[C@H]4[C@H](C)CC2,1,0,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3
433,O(C)[C@@H]1[C@H](O)/C(/C)=C\[C@@H](C)C(=O)C[C@@H]([C@@H](C[C@H]2C[C@@H](OC)[C@H](O)CC2)C)OC(=O)[C@H]2N(C(=O)C(=O)[C@@]3(O)[C@H](C)CC[C@H](O3)C[C@H](OC)/C(/C)=C/C=C/C=C/[C@@H](C)C[C@@H](C)C1=O)CCCC2,1,0,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
434,O(CCO)[C@H]1[C@H](OC)C[C@H](C[C@@H](C)[C@H]2OC(=O)[C@H]3N(C(=O)C(=O)[C@@]4(O)[C@H](C)CC[C@H](O4)C[C@H](OC)/C(/C)=C/C=C/C=C/[C@@H](C)C[C@@H](C)C(=O)[C@H](OC)[C@H](O)/C(/C)=C\[C@@H](C)C(=O)C2)CCCC3)CC1,0,1,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
436,O=C(O[C@H]1[C@H](OC)C[C@H](C[C@@H](C)[C@H]2OC(=O)[C@H]3N(C(=O)C(=O)[C@@]4(O)[C@H](C)CCC(O4)C[C@H](OC)/C(/C)=C/C=C/C=C/[C@@H](C)C[C@@H](C)C(=O)[C@H](OC)[C@H](O)/C(/C)=C\[C@@H](C)C(=O)C2)CCCC3)CC1)C(CO)(CO)C,1,0,CO[C@H]1CC2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
