,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,cano_smiles
308,"3,4-Dichloronitrobenzene",-3.448,1,192.00101,0,1,1,43.139998999999996,-3.2,Clc1c(Cl)ccc([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Cl)c(Cl)c1
309,Cyclooctanol,-2.1400001,1,128.215,1,1,0,20.23,-1.29,OC1CCCCCCC1,OC1CCCCCCC1
310,17a-Methyltestosterone,-4.073,1,302.45801,1,4,0,37.299999,-3.9990001000000004,O=C1C=C2C(C)(C3C(C4C(C)(C(O)(C)CC4)CC3)CC2)CC1,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
311,Dulcin,-2.1670001,1,180.207,2,1,3,64.349998,-2.1700001,O=C(Nc1ccc(OCC)cc1)N,CCOc1ccc(NC(N)=O)cc1
312,"trans-1,4-Dimethylcyclohexane",-3.3050001000000004,1,112.21600000000001,0,1,0,0.0,-4.4699998,CC1CCC(C)CC1,CC1CCC(C)CC1
313,"1,7-phenantroline",-2.9939999999999998,2,180.21001,0,3,0,25.780001000000002,-2.6800001,n1c2c3c(nccc3)ccc2ccc1,c1cnc2c(c1)ccc1ncccc12
314,Methyl t-butyl ether ,-0.98400003,1,88.150002,0,0,0,9.2299995,-0.23999999,O(C(C)(C)C)C,COC(C)(C)C
315,Anethole,-3.2539999,1,148.205,0,1,2,9.2299995,-3.1300001,O(C)c1ccc(/C=C/C)cc1,C/C=C/c1ccc(OC)cc1
316,1-Hexadecanol,-4.9400001,1,242.44701,1,0,14,20.23,-7.0,OCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCO
317,uracil,-0.44100001,1,112.088,2,1,0,65.720001,-1.4880000000000002,O=C1NC(=O)C=CN1,O=c1cc[nH]c(=O)[nH]1
318,adenine,-1.255,1,135.13,2,2,0,80.480003,-2.1199999,Nc1ncnc2nc[nH]c12,Nc1ncnc2nc[nH]c12
319,"2,2',3,4,5-PCB",-6.709000099999999,1,326.43701,0,2,1,0.0,-7.21,Clc1c(Cl)cccc1-c1c(Cl)cc(Cl)c(Cl)c1,Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl
320,Ancymidol,-2.181,1,256.30499,1,3,4,55.240002000000004,-2.596,O(C)c1ccc(C(O)(c2cncnc2)C2CC2)cc1,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1
321,Benzo(b)fluoranthene,-6.007000000000001,2,252.31599,0,5,0,0.0,-8.2299995,c12c3c4c(cc1-c1c(-c2ccc3)cccc1)cccc4,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13
322,Carbanilide,-3.6110001000000005,1,212.252,2,2,2,41.130001,-3.1500001,O=C(Nc1ccccc1)Nc1ccccc1,O=C(Nc1ccccc1)Nc1ccccc1
323,phenobarbital,-2.2720001,1,232.239,2,2,2,75.269997,-2.322,O=C1C(CC)(c2ccccc2)C(=O)NC(=O)N1,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
324,"2',3,4-PCB",-5.6859999000000006,1,257.547,0,2,1,0.0,-6.29,Clc1c(Cl)cccc1-c1ccc(Cl)cc1,Clc1ccc(-c2cccc(Cl)c2Cl)cc1
325,Isoproturon,-2.8670001,1,206.28900000000002,1,1,2,32.34,-3.536,O=C(N(C)C)Nc1ccc(C(C)C)cc1,CC(C)c1ccc(NC(=O)N(C)C)cc1
326,Azintamide,-2.2309999,1,259.76198999999997,0,1,5,46.09,-1.716,Clc1nnc(SCC(=O)N(CC)CC)cc1,CCN(CC)C(=O)CSc1ccc(Cl)nn1
327,"2,2-Dimethyl-1-butanol",-1.365,1,102.177,1,0,2,20.23,-1.04,OCC(CC)(C)C,CCC(C)(C)CO
328,Ethyl pentanoate,-1.899,1,130.187,0,0,4,26.299999,-1.75,O=C(OCCC)CCC,CCCOC(=O)CCC
329,"2,4,6-Trinitrotoluene",-2.6059999,1,227.132,0,1,3,129.42,-3.22,O=[N+]([O-])c1c(C)c([N+](=O)[O-])cc([N+](=O)[O-])c1,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
330,Bensulide,-4.9899998,1,397.52398999999997,1,1,10,64.629997,-4.1999998,S(=O)(=O)(NCCSP(=S)(OC(C)C)OC(C)C)c1ccccc1,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1
331,Cycloheptane,-2.9159999,2,98.189003,0,1,0,0.0,-3.51,C1CCCCCC1,C1CCCCCC1
332,Propyl formate,-0.75700003,1,88.106003,0,0,3,26.299999,-0.49000001,O=COCCC,CCCOC=O
333,2-Isopropyltoluene,-3.585,1,134.222,0,1,1,0.0,-3.76,C(C)(C)c1c(C)cccc1,Cc1ccccc1C(C)C
334,m-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.37,Clc1cc(N)ccc1,Nc1cccc(Cl)c1
335,"2,4-Dimethylpentane",-2.938,1,100.205,0,0,2,0.0,-4.2600002,C(CC(C)C)(C)C,CC(C)CC(C)C
336,Dibenzofurane,-4.2010002,2,168.19501,0,3,0,13.14,-4.5999999,o1c2c(c3c1cccc3)cccc2,c1ccc2c(c1)oc1ccccc12
337,ethofumesate,-3.1839999999999997,1,286.349,0,2,4,61.830002,-3.4200001,S(=O)(=O)(Oc1cc2C(C)(C)C(OCC)Oc2cc1)C,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C
338,Fluometuron,-3.0650001000000002,1,232.205,1,1,1,32.34,-3.4300001000000004,FC(F)(F)c1cc(NC(=O)N(C)C)ccc1,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
339,Acridine,-3.846,2,179.222,0,3,0,12.89,-3.6700001,n1c2c(cc3c1cccc3)cccc2,c1ccc2nc3ccccc3cc2c1
340,Cortisone,-2.8929999,1,360.45001,2,4,2,91.66999799999999,-3.1099999,O=C(CO)C1(O)C2(C)C(C3C(C(=O)C2)C2(C)C(=CC(=O)CC2)CC3)CC1,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
341,glucose,0.50099999,1,180.15601,5,1,1,110.38,0.74000001,OCC1C(O)C(O)C(O)C(O)O1,OCC1OC(O)C(O)C(O)C1O
342,3-Methylphenol,-2.313,1,108.14,1,1,0,20.23,-0.68000001,Oc1cc(C)ccc1,Cc1cccc(O)c1
343,Indapamide,-4.3449998,1,365.84201,2,3,3,92.5,-3.5860000000000003,Clc1c(S(=O)(=O)N)cc(C(=O)NN2C(C)Cc3c2cccc3)cc1,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
344,Lovastatin,-4.7309999000000005,1,404.54699999999997,1,3,6,72.83000200000001,-6.005000099999999,O=C(OC1C2C(CCC3OC(=O)CC(O)C3)C(C)C=CC2=CC(C)C1)C(CC)C,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
345,"1,4-Dinitrobenzene",-2.2809999,1,168.108,0,1,2,86.279999,-3.3900001000000004,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1
346,Reposal,-2.7809999,1,262.30899,2,3,2,75.269997,-2.6960001,O=C1C(CC)(C(=O)NC(=O)N1)C1=CCC2CC1CC2,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O
347,Ethyl decanoate,-3.6710000000000003,1,200.32201,0,0,9,26.299999,-4.099999899999999,O=C(OCC)CCCCCCCCC,CCCCCCCCCC(=O)OCC
348,Fenuron,-1.847,1,164.20799,1,1,1,32.34,-1.6,O=C(N(C)C)Nc1ccccc1,CN(C)C(=O)Nc1ccccc1
349,Ethyl propyl ether,-1.072,1,88.150002,0,0,3,9.2299995,-0.66000003,O(CCC)CC,CCCOCC
350,2-Propanol,-0.26100001,1,60.096001,1,0,0,20.23,0.43000001,OC(C)C,CC(C)O
351,2-Methylnapthalene,-3.802,1,142.201,0,2,0,0.0,-3.77,Cc1cc2c(cc1)cccc2,Cc1ccc2ccccc2c1
352,Chlorodibromethane,-2.54,1,208.28,0,0,0,0.0,-1.9,BrC(Br)Cl,ClC(Br)Br
353,Hexestrol,-4.8540000999999995,1,270.37201,2,2,5,40.459998999999996,-4.4299998,Oc1ccc(C(C(CC)c2ccc(O)cc2)CC)cc1,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
354,Malathion,-3.391,1,330.36401,0,0,9,71.059998,-3.3699999,S=P(SC(C(=O)OCC)CC(=O)OCC)(OC)OC,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
355,Benzylchloride,-2.8870001,1,126.586,0,1,1,0.0,-2.3900001,ClCc1ccccc1,ClCc1ccccc1
356,t-Crotonaldehyde,-0.60399997,1,70.091003,0,0,1,17.07,0.31999999,O=C/C=C/C,C/C=C/C=O
357,Chlorbromuron,-3.938,1,293.548,1,1,2,41.57,-3.924,Brc1c(Cl)cc(NC(=O)N(OC)C)cc1,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1
358,"9,10-Dimethylanthracene",-5.2280002,1,206.28798999999998,0,3,0,0.0,-6.570000200000001,Cc1c2c(c(C)c3c1cccc3)cccc2,Cc1c2ccccc2c(C)c2ccccc12
359,Methyl hexanoate,-1.899,1,130.187,0,0,4,26.299999,-1.87,O=C(OC)CCCCC,CCCCCC(=O)OC
360,Dimefuron,-3.8310001000000002,1,338.79501,1,2,2,80.370003,-4.3280001,Clc1c(N2C(=O)OC(C(C)(C)C)=N2)ccc(NC(=O)N(C)C)c1,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1
361,p-Fluoroacetanilide,-2.181,1,153.15601,1,1,1,29.1,-1.78,Fc1ccc(NC(=O)C)cc1,CC(=O)Nc1ccc(F)cc1
362,alachlor,-3.319,1,269.772,0,1,6,29.540001,-3.26,ClCC(=O)N(COC)c1c(CC)cccc1CC,CCc1cccc(CC)c1N(COC)C(=O)CCl
363,Cyclohexene,-2.1600001,2,82.146004,0,1,0,0.0,-2.5899999,C1=CCCCC1,C1=CCCCC1
364,Hydrocortisone ,-3.1589999,1,362.466,3,4,2,94.83000200000001,-3.0899999,O=C(CO)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)C(O)C2)CC1,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
365,Pyrimidine,-0.884,2,80.089996,0,1,0,25.780001000000002,1.1,n1cnccc1,c1cncnc1
366,p-Chloronitrobenzene,-2.9010000000000002,1,157.556,0,1,1,43.139998999999996,-2.9200001,Clc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(Cl)cc1
367,Methyl propionate,-0.83600003,1,88.106003,0,0,1,26.299999,-0.14,O=C(OC)CC,CCC(=O)OC
368,o-Chloronitrobenzene,-2.7750001,1,157.556,0,1,1,43.139998999999996,-2.55,Clc1c([N+](=O)[O-])cccc1,O=[N+]([O-])c1ccccc1Cl
369,Neburon,-4.1570001,1,275.17899,1,1,4,32.34,-4.77,Clc1c(Cl)ccc(NC(=O)N(CCCC)C)c1,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
370,Buthidazole,-2.398,1,256.33099,1,2,1,69.559998,-1.8769999999999998,O=C1N(c2sc(C(C)(C)C)nn2)C(O)CN1C,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O
371,Nitrobenzene,-2.2880001,1,123.111,0,1,1,43.139998999999996,-1.8,O=[N+]([O-])c1ccccc1,O=[N+]([O-])c1ccccc1
372,Iodobenzene,-3.8,1,204.00999,0,1,0,0.0,-3.01,Ic1ccccc1,Ic1ccccc1
373,Metolazone,-3.7769999999999997,1,365.84201,2,3,2,92.5,-3.78,Clc1c(S(=O)(=O)N)cc2C(=O)N(c3c(C)cccc3)C(C)Nc2c1,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
374,Methocarbamol,-1.4280000000000002,1,241.243,2,1,6,91.010002,-0.98500001,O=C(OCC(O)COc1c(OC)cccc1)N,COc1ccccc1OCC(O)COC(N)=O
375,butachlor,-4.3470001,1,311.853,0,1,9,29.540001,-4.190000100000001,ClCC(=O)N(COCCCC)c1c(CC)cccc1CC,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC
376,"2,3-Dichlorophenol",-3.1440001,1,163.00301000000002,1,1,0,20.23,-1.3,Clc1c(Cl)cccc1O,Oc1cccc(Cl)c1Cl
377,Propyl butyrate,-1.1909999999999998,1,102.133,0,0,2,26.299999,-1.92,O=C(OC)CCC,CCCC(=O)OC
378,Propanil,-3.6440001000000004,1,218.08299,1,1,2,29.1,-3.0,Clc1c(Cl)ccc(NC(=O)CC)c1,CCC(=O)Nc1ccc(Cl)c(Cl)c1
379,Triamterene,-3.0510001,1,253.269,3,3,1,129.62,-2.404,Nc1c(-c2ccccc2)nc2c(N)nc(N)nc2n1,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
380,Ethyl hexanoate,-2.2539999,1,144.214,0,0,5,26.299999,-2.3499999,O=C(OCC)CCCCC,CCCCCC(=O)OCC
381,chloralose,-1.8869999999999998,1,309.52898999999996,3,2,2,88.379997,-1.84,ClC(Cl)(Cl)C1OC2C(O)C(C(O)CO)OC2O1,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O
382,Amitraz,-5.5329999999999995,1,293.414,0,2,4,27.959999,-5.4699998,N(/C=N/c1c(C)cc(C)cc1)(/C=N/c1c(C)cc(C)cc1)C,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1
383,Prometon,-3.448,1,225.29601,2,1,5,71.959999,-2.4779999,O(C)c1nc(NC(C)C)nc(NC(C)C)n1,COc1nc(NC(C)C)nc(NC(C)C)n1
384,1-Octene ,-3.073,1,112.21600000000001,0,0,5,0.0,-4.4400001,C(=C)CCCCCC,C=CCCCCCC
385,p-Methylaniline ,-1.954,1,107.156,1,1,0,26.02,-1.21,Nc1ccc(C)cc1,Cc1ccc(N)cc1
386,aminothiazole,-1.226,1,100.146,1,1,0,38.91,-0.36000001,Nc1sccn1,Nc1nccs1
387,Metolcarb,-1.9469999999999998,1,151.16499,1,1,1,38.330002,-1.8030000000000002,O=C(Oc1ccccc1)NC,CNC(=O)Oc1ccccc1
388,3-Hexanol,-1.324,1,102.177,1,0,3,20.23,-0.80000001,OC(CCC)CC,CCCC(O)CC
389,9-anthrol,-4.1479998,1,194.233,1,3,0,20.23,-4.73,Oc1c2c(cc3c1cccc3)cccc2,Oc1c2ccccc2cc2ccccc12
390,2-Methylanthracene,-4.869999900000001,1,192.261,0,3,0,0.0,-6.96,Cc1cc2c(cc3c(c2)cccc3)cc1,Cc1ccc2cc3ccccc3cc2c1
391,"1,2,3-Trimethylbenzene ",-3.312,1,120.195,0,1,0,0.0,-3.2,Cc1c(C)cccc1C,Cc1cccc(C)c1C
392,Aminocarb,-2.677,1,208.261,1,1,2,41.57,-2.3599999,O=C(Oc1cc(C)c(N(C)C)cc1)NC,CNC(=O)Oc1ccc(N(C)C)c(C)c1
393,2-Nonanol,-2.3870001,1,144.25799999999998,1,0,6,20.23,-2.74,OC(CCCCCCC)C,CCCCCCCC(C)O
394,Methyldymron,-3.8629998999999997,1,268.35999,1,2,3,32.34,-3.3499999,O=C(N(C)c1ccccc1)NC(C)(C)c1ccccc1,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1
395,3-Hexanone,-1.266,1,100.161,0,0,3,17.07,-0.82999998,O=C(CCC)CC,CCCC(=O)CC
396,bromoxynil,-3.793,1,276.91501,1,1,0,44.02,-3.3299999,Brc1c(O)c(Br)cc(C#N)c1,N#Cc1cc(Br)c(O)c(Br)c1
397,"3,4-PCB",-5.223,1,223.10201,0,2,1,0.0,-6.3899999,Clc1c(Cl)ccc(-c2ccccc2)c1,Clc1ccc(-c2ccccc2)cc1Cl
398,Mefenacet,-4.5040002,1,298.367,0,3,4,42.43,-4.8730001,O=C(N(C)c1ccccc1)COc1sc2c(n1)cccc2,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1
399,5-hydroxyquinoline,-2.7249999,1,145.161,1,2,0,33.119999,-2.54,Oc1c2c(nccc2)ccc1,Oc1cccc2ncccc12
400,Carboxin,-2.927,1,235.308,1,2,2,38.330002,-3.1400001,O=C(Nc1ccccc1)C1=C(C)OCCS1,CC1=C(C(=O)Nc2ccccc2)SCCO1
401,Ethoxyzolamide,-3.085,1,258.32401,1,2,3,82.279999,-3.8099998999999998,S(=O)(=O)(N)c1sc2c(n1)ccc(OCC)c2,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
402,Pentachlorophenol,-4.835,1,266.33801,1,1,0,20.23,-4.2800002,Clc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
403,Bromochloromethane,-1.5190001,1,129.384,0,0,0,0.0,-0.88999999,BrCCl,ClCBr
404,metharbital,-1.6580000000000001,1,198.222,1,1,2,66.480003,-2.23,O=C1N(C)C(=O)NC(=O)C1(CC)CC,CCC1(CC)C(=O)NC(=O)N(C)C1=O
405,deoxycorticosterone acetate,-4.4720001,1,372.505,0,4,3,60.439999,-4.630000099999999,O=C(OCC(=O)C1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
406,benzylurea,-1.5089999,1,150.181,2,1,2,55.119999,-0.94999999,O=C(NCc1ccccc1)N,NC(=O)NCc1ccccc1
407,Chlortoluron,-3.0480001,1,212.67999,1,1,1,32.34,-3.483,Clc1c(C)ccc(NC(=O)N(C)C)c1,Cc1ccc(NC(=O)N(C)C)cc1Cl
408,Linuron,-3.5810001000000002,1,249.097,1,1,2,41.57,-3.592,Clc1c(Cl)ccc(NC(=O)N(OC)C)c1,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
409,Cycloheptanol,-1.7,1,114.18799999999999,1,1,0,20.23,-0.88,OC1CCCCCC1,OC1CCCCCC1
410,Thiamphenicol,-1.936,1,356.22699,3,1,6,103.7,-2.154,ClC(Cl)C(=O)NC(C(O)c1ccc(S(=O)(=O)C)cc1)CO,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1
411,thiopental,-2.96,1,242.34399,2,1,4,58.200001,-3.3599998999999996,S=C1NC(=O)C(C(CCC)C)(CC)C(=O)N1,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
412,acetazolamide,-0.79299998,1,222.25101,2,1,2,115.04,-2.3599999,S(=O)(=O)(N)c1sc(NC(=O)C)nn1,CC(=O)Nc1nnc(S(N)(=O)=O)s1
413,p-Nitrophenol,-2.3180001,1,139.11,1,1,1,63.369999,-0.74000001,O=[N+]([O-])c1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1
414,Aldrin,-5.5110002,1,364.914,0,4,0,0.0,-6.3070002,ClC1(Cl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C1C2C2C=CC1C2,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl
415,Tetrahydrofurane ,-0.62,2,72.10700200000001,0,1,0,9.2299995,0.49000001,O1CCCC1,C1CCOC1
416,o-Nitroaniline,-2.2769999999999997,1,138.12601,1,1,1,69.160004,-1.96,O=[N+]([O-])c1c(N)cccc1,Nc1ccccc1[N+](=O)[O-]
417,"2,2',3,3'-PCB",-6.079,1,291.992,0,2,1,0.0,-7.280000200000001,Clc1c(Cl)cccc1-c1c(Cl)c(Cl)ccc1,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl
418,phenylbutazone,-4.0760002,1,308.38101,0,3,5,40.619999,-3.8099998999999998,O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccccc1,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
419,"2,6-Dinitrotoluene",-2.553,1,182.13499,0,1,2,86.279999,-3.0,O=[N+]([O-])c1c(C)c([N+](=O)[O-])ccc1,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
420,Progesterone,-4.1700001,1,314.46898999999996,0,4,1,34.139998999999996,-4.420000099999999,O=C(C)C1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
421,Chlorazine,-3.6630001000000005,1,257.76901000000004,0,1,6,45.150002,-4.4109998,Clc1nc(N(CC)CC)nc(N(CC)CC)n1,CCN(CC)c1nc(Cl)nc(N(CC)CC)n1
422,captafol,-4.3649998,1,349.06601,0,2,3,37.380001,-5.4000001,ClC(Cl)(SN1C(=O)C2C(C1=O)CC=CC2)C(Cl)Cl,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl
423,"1,2,4-tribromobenzene",-5.1440000999999995,1,314.802,0,1,0,0.0,-4.5,Brc1c(Br)ccc(Br)c1,Brc1ccc(Br)c(Br)c1
424,Oxazepam,-3.517,1,286.71799,2,3,1,61.689999,-3.9519998999999997,Clc1cc2C(c3ccccc3)=NC(O)C(=O)Nc2cc1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
425,Secobarbital,-2.415,1,238.287,2,1,5,75.269997,-2.3559999,O=C1C(C(CCC)C)(CC=C)C(=O)NC(=O)N1,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
426,Carvacrol,-3.2239999999999998,1,150.22099,1,1,1,20.23,-2.0799999,Oc1c(C)ccc(C(C)C)c1,Cc1ccc(C(C)C)cc1O
427,rhodanine,-0.396,1,133.19701,1,1,0,29.1,-1.77,S=C1SCC(=O)N1,O=C1CSC(=S)N1
428,Morin,-2.7309999,1,302.23801000000003,5,3,1,131.36,-3.0829999,O=C1C(O)=C(c2c(O)cc(O)cc2)Oc2c1c(O)cc(O)c2,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
429,Kepone,-5.112,1,490.63901,0,6,0,17.07,-5.2589998,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(=O)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
430,Disulfiram,-3.862,1,296.552,0,0,4,6.48,-4.8600001,S(SC(=S)N(CC)CC)C(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC
431,Cyclohexane,-2.477,2,84.162003,0,1,0,0.0,-3.0999999,C1CCCCC1,C1CCCCC1
432,Dienochlor,-7.848,1,474.64000999999996,0,2,1,0.0,-7.277999900000001,ClC1=C(Cl)C(Cl)(C(Cl)=C1Cl)C1(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl
433,chlordimeform,-3.1639999999999997,1,196.68099999999998,0,1,2,15.6,-2.8599999,Clc1cc(C)c(/N=C/N(C)C)cc1,Cc1cc(Cl)ccc1/N=C/N(C)C
434,Equilenin,-3.927,1,266.34,1,4,0,37.299999,-5.2399998,O=C1C2(C)C(c3c(c4c(cc(O)cc4)cc3)CC2)CC1,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O
435,1-Octanol,-2.105,1,130.231,1,0,6,20.23,-2.3900001,OCCCCCCCC,CCCCCCCCO
436,Diethyl sulfide,-1.598,1,90.191002,0,0,2,0.0,-1.34,S(CC)CC,CCSCC
437,"1,2-Dichloroethane",-1.374,1,98.959999,0,0,1,0.0,-1.0599999,ClCCCl,ClCCCl
438,2-Chloro-2-methylbutane,-2.2780001,1,106.596,0,0,1,0.0,-2.51,ClC(CC)(C)C,CCC(C)(C)Cl
439,1-Chloro-2-bromoethane,-1.7380000000000002,1,143.411,0,0,1,0.0,-1.3200001000000001,BrCCCl,ClCCBr
440,p-Nitroaniline,-1.936,1,138.12601,1,1,1,69.160004,-2.3699999,O=[N+]([O-])c1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1
441,Lactose,1.071,1,342.29699999999997,8,2,4,189.53,-0.244,O(C1C(O)C(O)C(O)OC1CO)C1C(O)C(O)C(O)C(CO)O1,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
442,RTI 2,-3.125,1,268.32001,0,3,2,49.330002,-2.8599999,O=C1N(CC)c2c(N(CC)c3ncccc13)nccc2,CCN1C(=O)c2cccnc2N(CC)c2ncccc21
443,Chlorobenzene,-2.9749999,1,112.559,0,1,0,0.0,-2.3800001,Clc1ccccc1,Clc1ccccc1
444,1-Nonene ,-3.427,1,126.243,0,0,6,0.0,-5.0500002,C(=C)CCCCCCC,C=CCCCCCCC
445,p-Bromoiodobenzene,-4.7540002,1,282.90601000000004,0,1,0,0.0,-4.5599999,Ic1ccc(Br)cc1,Brc1ccc(I)cc1
446,3-Methyl-3-pentanol,-1.308,1,102.177,1,0,2,20.23,-0.36000001,OC(CC)(CC)C,CCC(C)(O)CC
447,Pentylbenzene,-3.8989998999999997,1,148.24899,0,1,4,0.0,-4.6399999,C(CCc1ccccc1)CC,CCCCCc1ccccc1
448,allantoin,0.65200001,1,158.11700000000002,4,1,1,113.32,-1.6,O=C(NC1C(=O)NC(=O)N1)N,NC(=O)NC1NC(=O)NC1=O
449,Glafenine,-5.052,1,372.80801,3,3,6,91.68,-4.5710001,Clc1cc2nccc(Nc3c(C(=O)OCC(O)CO)cccc3)c2cc1,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12
450,DDD,-6.007999900000001,1,320.04599,0,2,3,0.0,-7.1999998,ClC(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1
451,testosterone acetate,-4.4489999000000005,1,330.46799,0,4,1,43.369999,-5.184,O=C(OC1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
452,1-Chloronapthalene,-4.0630002,1,162.619,0,2,0,0.0,-3.9300001000000004,Clc1c2c(ccc1)cccc2,Clc1cccc2ccccc12
453,RTI 19,-4.007,1,252.317,0,3,1,23.549999,-4.7490001,O=C1N(C)c2c(N(CC)c3c1cccc3)cccc2,CCN1c2ccccc2C(=O)N(C)c2ccccc21
454,2-Hexanol,-1.324,1,102.177,1,0,3,20.23,-0.88999999,OC(CCCC)C,CCCCC(C)O
455,Propylcyclopentane,-3.1600001,1,112.21600000000001,0,1,2,0.0,-4.7399998,C(CC1CCCC1)C,CCCC1CCCC1
456,Etomidate,-3.359,1,244.29401000000001,0,2,4,44.119999,-4.7350001,O=C(OCC)c1n(C(C)c2ccccc2)cnc1,CCOC(=O)c1cncn1C(C)c1ccccc1
457,"3,4-Dichlorophenol",-3.352,1,163.00301000000002,1,1,0,20.23,-1.25,Clc1c(Cl)ccc(O)c1,Oc1ccc(Cl)c(Cl)c1
458,Cypermethrin,-6.775000099999999,1,416.30399,0,3,6,59.32,-8.0170002,Cl/C(/Cl)=C\C1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)ccc1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
