,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,cano_smiles
3847,,,,,,,,0.0,,0.0,,,TOX26558,Clc1c(O)cc(C)cc1,Cc1ccc(Cl)c(O)c1
3848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24745,O=C1C(C)(C)C(=O)C1(C)C,CC1(C)C(=O)C(C)(C)C1=O
3849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26551,O=C(N)C1c2c(cccc2)CCc2c1cccc2,NC(=O)C1c2ccccc2CCc2ccccc21
3850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX24742,O(CCOCCN)CCN,NCCOCCOCCN
3851,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,TOX26553,O(c1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)cc1)C1CCCC1,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C
3852,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,TOX26552,O=C(NCC(=O)N)[C@@H](NC(=O)[C@H]1N(C(=O)[C@H]2NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H](N)CSSC2)CCC1)CC(C)C,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O
3853,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,TOX26555,Clc1ccc(OC(C(=O)C(C)(C)C)n2cncc2)cc1,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1
3854,0.0,,0.0,0.0,1.0,,,,0.0,,0.0,1.0,TOX26557,O=C(O)CN1c2c(C(=O)c3c1cccc3)cccc2,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21
3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,TOX26556,Clc1c(Oc2c(Cl)ccc(NC(=O)NC(=O)c3c(F)cccc3F)c2)ncc(C(F)(F)F)c1,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1
3856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26086,Clc1cnc(N2[C@@H](OC(=O)N3CCN(C)CC3)c3nccnc3C2=O)cc1,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
3857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6994,C(CCCCCC)CCCCCc1ccccc1,CCCCCCCCCCCCc1ccccc1
3858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26084,O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C=C)CS[C@H]12)/C(=N\O)/c1nc(N)sc1,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1
3859,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,TOX26083,Clc1c(Cl)cccc1N1CCN(CCCCOc2cc3NC(=O)CCc3cc2)CC1,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
3860,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX3373,O=[N+]([O-])c1cc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OC)ccc1,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
3861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26081,IOc1c(C(C)C)cc(c(C)c1)-c1c(C)cc(OI)c(C(C)C)c1,Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C
3862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6991,P(OCC)(OCC)OCC,CCOP(OCC)OCC
3863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6998,O=C(CC(CC(C)C)C)CC(C)C,CC(C)CC(=O)CC(C)CC(C)C
3864,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,TOX26088,Clc1cc(N2CCN(CCCN3C(=O)N(CCOc4ccccc4)C(CC)=N3)CC2)ccc1,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
3865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX984,O=[N+]([O-])c1cc2c(nccc2)cc1,O=[N+]([O-])c1ccc2ncccc2c1
3866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX985,O=[N+]([O-])c1c2ncccc2ccc1,O=[N+]([O-])c1cccc2cccnc12
3868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX637,O=C,C=O
3869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,TOX634,FC=1C(=O)NC(=O)NC=1,O=c1[nH]cc(F)c(=O)[nH]1
3870,1.0,1.0,0.0,,,,,,,0.0,,0.0,TOX26889,O[C@]1(C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)[C@H](Cc5nonc5C4)CC3)CC2)CC1,C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
3871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TOX26888,ClCCN(CCCl)c1cc2nc(CCCC(=O)O)n(C)c2cc1,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
3872,,,,,,,,0.0,,0.0,,,TOX26887,O([C@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@@H](NC)[C@@](O)(C)CO2)[C@H](N)C[C@@H]1N)[C@@H]1[C@H](N)CC=C(CN)O1,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@H]2O)OC[C@@]1(C)O
3873,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26885,S(=O)(=O)([O-])CNNC(=O)c1ccncc1,O=C(NNCS(=O)(=O)[O-])c1ccncc1
3875,,,,,,,,0.0,,0.0,,,TOX26882,O=C(O)C(N)C(CC)C,CCC(C)C(N)C(=O)O
3877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX26332,Clc1c(Cl)c(Cl)c2c(c1Cl)C[N+](CC[N+](C)(C)C)(C)C2,C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1
3878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7868,SC(CCCCCC)(C)C,CCCCCCC(C)(C)S
3879,0.0,0.0,0.0,,,0.0,,,1.0,,0.0,0.0,TOX2577,Clc1cc2C(c3ccccc3)=NCc3n(c(C)nn3)-c2cc1,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
3880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7866,C(C)c1c(CC)cccc1,CCc1ccccc1CC
3881,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX4102,S(C)c1c(C)cc(OP(=O)(OCC)NC(C)C)cc1,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1
3882,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4101,S(=O)(=O)(NC(=O)N(C)c1nc(OC)nc(C)n1)c1c(C(=O)OC)cccc1,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1
3883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4100,O=C(OCC)COC(=O)c1c(C(=O)OCC)cccc1,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC
3884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4107,FC(F)(F)c1cc(C=2C(=O)C(c3ccccc3)=CN(C)C=2)ccc1,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1
3885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4105,c12-c3c(cccc3)Cc1cccc2,c1ccc2c(c1)Cc1ccccc1-2
3886,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX4104,c12c3cccc1-c1c(-c2ccc3)cccc1,c1ccc2c(c1)-c1cccc3cccc-2c13
3887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27682,O=C(CC(C)(C)C1CCCCC1)C,CC(=O)CC(C)(C)C1CCCCC1
3888,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,TOX27683,OC1(C)SCC(O)(C)SC1,CC1(O)CSC(C)(O)CS1
3889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX4109,FC(F)(F)c1c(C(=O)Nc2cc(OC(C)C)ccc2)cccc1,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1
3890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4108,FC(F)(F)Oc1ccc(C(O)(C(C)C)c2cncnc2)cc1,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1
3891,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX27686,O=C1O[C@@]2(C)[C@@H]([C@]3(C)[C@H](C(C)(C)CCC3)CC2)C1,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OC(=O)C[C@H]21
3893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX27684,O=C(OCCc1ccccc1)/C(=C\C)/C,C/C=C(/C)C(=O)OCCc1ccccc1
3894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25099,O=C(OC1C[C@@H]2N(C)[C@H](C1)CC2)C(O)c1ccccc1,CN1[C@H]2CC[C@@H]1CC(OC(=O)C(O)c1ccccc1)C2
3895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX17594,O(C)c1nc(NC(CC)C)nc(NCC)n1,CCNc1nc(NC(C)CC)nc(OC)n1
3896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX17596,S(C)c1nc(NCC)nc(NCC)n1,CCNc1nc(NCC)nc(SC)n1
3897,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21699,Clc1ccc(NC(=O)N(C(C#C)C)C)cc1,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1
3898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27068,O=C(OC/C=C(/CC/C=C(\C)/C)\C)C,CC(=O)OC/C=C(\C)CCC=C(C)C
3899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27066,O=C(C(=O)C)CCC,CCCC(=O)C(C)=O
3900,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX27067,Cc1c2c(ncc1)cccc2,Cc1ccnc2ccccc12
3901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27064,O=C(O)CCc1ccccc1,O=C(O)CCc1ccccc1
3902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27065,O(C)c1c(OC)cccc1,COc1ccccc1OC
3903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27062,OC/C=C/CCC,CCC/C=C/CO
3904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27060,O(C)c1cc(OC)ccc1,COc1cccc(OC)c1
3905,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27061,C(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCCCCCCC
3906,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,,0.0,TOX20484,O=C(O[C@H]1[C@@H](O)[C@@H]2[C@](C)([C@@H](O)CCC2(C)C)[C@]2(O)[C@]1(C)O[C@](C=C)(C)CC2=O)C,C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C
3907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX18852,S(=O)(=O)(O)c1cc2nc(-c3ccccc3)[nH]c2cc1,O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1
3908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27082,O(C)c1c(C(CC)C)nccn1,CCC(C)c1nccnc1OC
3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24904,S(=O)(=O)(O)c1c(/N=C/2\C=C/C(=C(\c3cc(C)c(N)cc3)/c3ccc(Nc4ccc(S(=O)(=O)[O-])cc4)cc3)/C=C\2)ccc(S(=O)(=O)[O-])c1,Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)[O-])cc3)cc2)ccc1N
3910,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24905,O=C1CC(C)(C)N(O)C(C)(C)C1,CC1(C)CC(=O)CC(C)(C)N1O
3911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24900,OCC1C2C3C(C(CO)CC3)C(C1)C2,OCC1CC2CC1C1CCC(CO)C21
3912,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX24901,O=C(OCC=C)c1c(C(=O)OCC=C)ccc(C(=O)OCC=C)c1,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1
3914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX24903,[Ti](O/C(=C\C(=O)OCC)/C)(O/C(=C\C(=O)OCC)/C)(OC(C)C)OC(C)C,CCOC(=O)/C=C(/C)O[Ti](O/C(C)=C\C(=O)OCC)(OC(C)C)OC(C)C
3915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24908,OC1C(C)(C)C(O)C1(C)C,CC1(C)C(O)C(C)(C)C1O
3916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25710,O(CN1C(=O)N(COC)C(=O)C(CC)(c2ccccc2)C1=O)C,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O
3917,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX6505,O=C1OC(=O)c2c3c(ccc2)cccc13,O=C1OC(=O)c2cccc3cccc1c23
3918,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,TOX25863,CN1CCC(=C2c3c(Sc4c2cccc4)cccc3)CC1,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1
3919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25344,O=C(O)[C@@H](NCNC(=O)C=1C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@](O)(C)C3C[C@H]2[C@H](N(C)C)C=1O)CCCCN,CN(C)[C@@H]1C(O)=C(C(=O)NCN[C@@H](CCCCN)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12
3920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX2993,O=C(OCC)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@](OC)(C)C3)[C@@H](C)C(=O)O[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@]2(O)C)O[C@H](C)C[C@@H]1N(C)C,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
3921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX22426,S(=O)(=O)(O)C(C(=O)O)CC(=O)O,O=C(O)CC(C(=O)O)S(=O)(=O)O
3922,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX2624,O=C(N(C)[C@@H]1[C@@H](OC)[C@@H](O)[C@H](N)[C@@H](O[C@@H]2[C@H](N)CC[C@@H]([C@@H](N)C)O2)[C@@H]1O)CN,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN
3924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX2628,O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
3925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TOX25341,O=C(OCC(NCCC)(C)C)c1ccccc1,CCCNC(C)(C)COC(=O)c1ccccc1
3926,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,0.0,TOX2998,O=C(Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](O)CC4)CC3)CC2)cc1)c1ccccc1,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
3927,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,TOX2999,O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1)CCC1CCCC1,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
3928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22423,O=C(OC[C@@H]1[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H](O[C@@]2(COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](COC(=O)C)O2)O1)C,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
3929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22422,OC(CO)c1ccccc1,OCC(O)c1ccccc1
3930,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,,,1.0,TOX1715,O=C1C(C)=CC(=O)c2c1cccc2,CC1=CC(=O)c2ccccc2C1=O
3931,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1717,Clc1c(C)cc(O)cc1,Cc1cc(O)ccc1Cl
3932,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,TOX1716,Clc1c(Cl)c(Cl)cc(Cl)c1O,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
3933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1718,C(c1ccccc1)C1=NCCN1,c1ccc(CC2=NCCN2)cc1
3934,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25763,O=C(OC)[C@@H](N)Cc1cc(O)c(O)cc1,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1
3935,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX25762,N(C(=N)Nc1c2c(ccc1)cccc2)(C)c1cc(CC)ccc1,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1
3936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25767,O=C(OCC)c1c(N/N=C(\C)/C)c2c(n(CC)nc2)nc1,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C
3937,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25766,P(=O)(OC[C@H](OC)COCCCCCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)[O-],CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC
3938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25765,FC(F)C(N)(C(=O)O)CCCN,NCCCC(N)(C(=O)O)C(F)F
3939,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX25764,S(=O)(=O)(O[C@@H]1CC=2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)(C(=O)CC4)CC3)CC=2)CC1)[O-],C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OS(=O)(=O)[O-])CC[C@@]43C)[C@@H]1CCC2=O
3940,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,TOX25769,Clc1c(OC)c(C(=O)NC[C@H]2N(CC)CCC2)c(O)c(CC)c1,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O
3941,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25768,O[C@H]([C@@H](N)CO)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO
3942,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX16646,OC(CO)CCCCCC,CCCCCCC(O)CO
3943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2193,O=C(OCc1ccccc1)C(=C)C,C=C(C)C(=O)OCc1ccccc1
3944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2191,O=C(OCC1OCCC1)C(=C)C,C=C(C)C(=O)OCC1CCCO1
3945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2194,O=C(OCCCCCC)C=C,C=CC(=O)OCCCCCC
3946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12615,S(=O)(=O)(Nc1c(F)cccc1F)c1nn2c(n1)N=C(C)C=C2,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1
3947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX12614,ClCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
3948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12611,S(P(SCCC)(=O)OCC)CCC,CCCSP(=O)(OCC)SCCC
3949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX12610,O(CC(C)(C)c1ccc(OCC)cc1)Cc1cc(Oc2ccccc2)ccc1,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1
3950,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,TOX12613,S=P(OC)(OC)Oc1cc(C)c([N+](=O)[O-])cc1,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
3951,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,1.0,,TOX12344,ClC(Cl)(Cl)C(Cl)OP(=S)(OCC)OCC,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl
3952,0.0,0.0,,,0.0,0.0,,,,,1.0,,TOX12348,Clc1ccc(C(C(=O)C2C(=O)c3c(C2=O)cccc3)c2ccccc2)cc1,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1
3953,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX12619,Clc1ccc(C(=O)NN(C(C)(C)C)C(=O)c2ccccc2)cc1,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1
3954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25506,O=C(O)/C=C/c1ccc(Cn2cncc2)cc1,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1
3955,1.0,1.0,,,0.0,0.0,,,0.0,,,0.0,TOX25502,O=C(OCC)O[C@@]1(C(=O)COC(=O)CC)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
3956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25500,ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc(S(=O)(=O)C)cc1)CF,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1
