,CMPD_CHEMBLID,exp,smiles,cano_smiles
1698,CHEMBL150245,2.04,Oc1n(Cc2ccccc2)c2nc(C)nc(N)c2n1,Cc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1
1699,CHEMBL182279,3.9000001,O=C(N(CC)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1)Cc1ccc(C#N)cc1,CCN(C(=O)Cc1ccc(C#N)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
1700,CHEMBL115523,2.8,O=C(Nc1ccccc1)c1ccccc1,O=C(Nc1ccccc1)c1ccccc1
1701,CHEMBL25539,-1.42,OCC(NCCNC(CO)CC)CC,CCC(CO)NCCNC(CC)CO
1702,CHEMBL498,-0.33000001,Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
1703,CHEMBL2036773,2.6800001,Clc1c(Cl)ccc(NC(=O)N2CCN(C[C@@H]3OCCN(CC)C3)CC2)c1,CCN1CCO[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1
1704,CHEMBL82301,2.7,FC(F)(F)c1ccc([C@H](COC)N2[C@@H](C)CN(C3(C)CCN(C(=O)c4c(C)ncnc4C)CC3)CC2)cc1,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C
1705,CHEMBL149444,2.5599998999999998,S(=O)(=O)(Nc1ccc(/C=C/C(=O)Nc2c(N)cccc2)cc1)c1cc(OC)c(OC)cc1,COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1OC
1706,CHEMBL2158815,2.23,Clc1c(Cl)ccc(OC2CCN(C3CCN(C(C(=O)O)c4ccccc4)CC3)CC2)c1,O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
1707,CHEMBL1200600,2.6500001,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)C)CC[C@H]3[C@@H]1C[C@H](C)C=1[C@]2(C)C=CC(=O)C=1,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
1708,CHEMBL187845,3.5799999,Clc1c(CNC(=O)c2c(Oc3ccccc3)cccc2)cccc1,O=C(NCc1ccccc1Cl)c1ccccc1Oc1ccccc1
1709,CHEMBL2105728,1.99,O(CC1(C)COC1)c1cc2ncn(-c3nc4c(N5CCC(N)CC5)cccc4cc3)c2cc1,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1
1710,CHEMBL54,2.6700001,Clc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
1711,CHEMBL1916282,1.4400001,S(=O)(=O)(Nc1n(-c2ccccc2)nc(C)c1C(=O)N[C@H](C(C)(C)C)C)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1
1712,CHEMBL424620,0.68000001,FC(F)(F)C(=O)C(NC(=O)CN1C(=O)C(NC(=O)Cc2cc(C(=O)O)ccc2)=CC=C1c1ccccc1)C(C)C,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cc2cccc(C(=O)O)c2)c1=O)C(=O)C(F)(F)F
1713,CHEMBL277522,0.57999998,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
1715,CHEMBL288441,3.5,Clc1c(OC)cc(Nc2c(C#N)cnc3c2cc(OC)c(OCCCN2CCN(C)CC2)c3)c(Cl)c1,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
1716,CHEMBL1631471,1.5,O=C(NC1CC1)c1c(N)c2c(c(-c3ncccn3)ccc2)nn1,Nc1c(C(=O)NC2CC2)nnc2c(-c3ncccn3)cccc12
1717,CHEMBL1934269,0.93000001,S(=O)(=O)(Nc1n(CC(F)(F)F)nc(C)c1C(=O)N[C@H](C(C)(C)C)C)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2CC(F)(F)F)cc1
1718,CHEMBL2086667,3.4000001,S(=O)(=O)(C)c1ccc(COc2cnc(N3[C@@H]4CN(C(OC(C)(C)C)=O)[C@H](C3)CC4)nc2)cc1,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1
1719,CHEMBL84,0.31,O=C1[C@](O)(CC)C2=C(C(=O)N3C(c4nc5c(c(CN(C)C)c(O)cc5)cc4C3)=C2)CO1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
1720,CHEMBL1950728,2.5999999,O=C(N[C@H](C(=O)N[C@@H]1CN(CCCc2ccccc2)CCC1)C1CCCCC1)[C@@H](NC)C,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCCc2ccccc2)C1)C1CCCCC1
1721,CHEMBL170984,1.83,Clc1c(Nc2ncnc3c2cc(OC)c(OCC2CCN(C)CC2)c3)c2OCOc2cc1,COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCC1CCN(C)CC1
1722,CHEMBL186995,3.6800001000000004,Clc1c(CNC(=O)c2c(Oc3ccccc3)nccc2)cccc1,O=C(NCc1ccccc1Cl)c1cccnc1Oc1ccccc1
1723,CHEMBL1055,0.97000003,Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
1724,CHEMBL1829174,2.3,S(=O)(=O)(CCCOc1cc(C)c(c(C)c1)-c1cc(COc2cc3OC[C@@H](CC(=O)O)c3cc2)ccc1)C,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1
1725,CHEMBL1322390,3.5699998999999996,O=C(Nc1sc2c(n1)ccc(OC)c2)CCc1cc(OC)c(OC)cc1,COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1
1726,CHEMBL462385,2.26,Fc1c(C(=O)NCCN(C)C)ccc(Nc2nc(-c3n(C(C)C)c(C)nc3)c(F)cn2)c1,Cc1ncc(-c2nc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)ncc2F)n1C(C)C
1727,CHEMBL128088,2.22,O=C(N1CCN(C)CC1)c1[nH]c2c(c1)cc(C)cc2,Cc1ccc2[nH]c(C(=O)N3CCN(C)CC3)cc2c1
1728,CHEMBL2030964,0.77999997,Clc1c(C(=O)N[C@H](C(=O)O)Cc2sc(CCCc3nc(NC)ccc3)cc2)c(Cl)ccc1,CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)s2)n1
1729,CHEMBL2207607,-0.34,S(=O)(=O)(N1C(C)CCc2c1cccc2)c1c(OC)cc(OC)c(NC(=O)CCc2n[nH]nn2)c1,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCc1nn[nH]n1
1730,CHEMBL1835913,2.6300001,O=C(OCC)c1ncc(OCCC2CCN(c3nnc(C)cc3)CC2)cc1,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cn1
1731,CHEMBL934,1.45,O=C(C(C)(C)c1cnccc1)c1cnccc1,CC(C)(C(=O)c1cccnc1)c1cccnc1
1732,CHEMBL517140,1.45,O=C(NC)c1cnc(Oc2cc3c(cc2)CCN(C2CCC2)CC3)cc1,CNC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1
1733,CHEMBL2086654,3.2,S(=O)(=O)(C)c1ccc(COc2cnc(N3CCN(C(OC(C)(C)C)=O)CC3)cc2)cc1,CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1
1734,CHEMBL1778995,1.8200001000000001,Fc1c(F)cccc1-c1nc(CNCC2CC2)cnc1,Fc1cccc(-c2cncc(CNCC3CC3)n2)c1F
1735,CHEMBL580,2.3800001,Clc1c(C2=NC(O)C(=O)Nc3c2cc(Cl)cc3)cccc1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
1736,CHEMBL1631467,2.79,O=C(NCCC)c1c(N)c2c(c(-c3cc(C(=O)N4CCC4)cnc3)ccc2)nn1,CCCNC(=O)c1nnc2c(-c3cncc(C(=O)N4CCC4)c3)cccc2c1N
1737,CHEMBL2163591,1.7,S(=O)(=O)(C)c1c2[nH]c3c(c2ccc1)CN(C(=O)[C@H]1[C@H](C(=O)NC2(C#N)CC2)CCCC1)CC3,CS(=O)(=O)c1cccc2c3c([nH]c12)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3
1738,CHEMBL515515,1.4,S(=O)(=O)(NCCCN(C)C)c1ccc(Nc2nc(-c3n4N=CC=Cc4nc3)ccn2)cc1,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1
1739,CHEMBL95,0.38,Nc1c2c(nc3c1CCCC3)cccc2,Nc1c2c(nc3ccccc13)CCCC2
1740,CHEMBL1465276,3.7,O=C(N1Cc2c(cccc2)CC1)C1CCN(c2sc(-n3cccc3)nn2)CC1,O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCc2ccccc2C1
1741,CHEMBL96076,3.0999999,O(C)c1c(OC)ccc(CN2Cc3[nH]c4c(c3CC2)cccc4)c1,COc1ccc(CN2CCc3c([nH]c4ccccc34)C2)cc1OC
1742,CHEMBL503732,2.6300001,N(C)C=1C(c2sccc2)N=C(c2sccc2)c2c(nccc2)N=1,CNC1=Nc2ncccc2C(c2cccs2)=NC1c1cccs1
1743,CHEMBL1431112,3.0,Clc1cc2C(N(C(=O)c3occc3)CC(=O)Nc2cc1)c1ccccc1,O=C1CN(C(=O)c2ccco2)C(c2ccccc2)c2cc(Cl)ccc2N1
1744,CHEMBL474829,2.3,O=S1(=O)CC(Nc2c(N)c(NCC(C)C)nc(C#N)n2)CC1,CC(C)CNc1nc(C#N)nc(NC2CCS(=O)(=O)C2)c1N
1745,CHEMBL2088115,3.4000001,Clc1cc2c(Cn3c(-c4n(C)cc(C#N)n4)c4C(=O)N(CC#C)C(=O)N(CC5CC5)c4n3)ccnc2cc1,C#CCn1c(=O)c2c(-c3nc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O
1746,CHEMBL1809204,3.7,Clc1c(-c2n3c(nc2)C=C(F)C=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)C)CC3)cc2)nc1,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3cc(F)ccn23)n1
1747,CHEMBL1796298,1.78,O=C(NCc1ncncc1)c1ccc(Oc2ccc(C#C[C@@]3(O)C4CCN(C3)CC4)cc2)cc1,O=C(NCc1ccncn1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1
1748,CHEMBL2335878,2.29,O=C(NCCN(C)C)c1ccc(Nc2nc3c(cc(-c4ccncc4)cc3)cn2)cc1,CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1
1749,CHEMBL487274,2.3499999,O=C1N2c3c(C(C)=CC2=NN1)cccc3,Cc1cc2n[nH]c(=O)n2c2ccccc12
1750,CHEMBL1977402,2.0899999,Clc1c(C)cc(S(=O)(=O)Nc2[nH]nc(Nc3ccc(Cl)cc3)n2)c(S)c1,Cc1cc(S(=O)(=O)Nc2nc(Nc3ccc(Cl)cc3)n[nH]2)c(S)cc1Cl
1751,CHEMBL2179281,1.6900001,Brc1cc(Oc2c(C(=O)O)ccc([C@@H](CCCCC)N3C[C@@H](N4C(=O)NC(=O)C(C)=C4)CCC3)c2)ccc1,CCCCC[C@H](c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1
1752,CHEMBL1829249,2.3199999,Clc1ccc(CN2C(C(N(C(=O)c3ccc(C)cc3)CCCN)CC)=Nc3c(C2=O)scc3)cc1,CCC(c1nc2ccsc2c(=O)n1Cc1ccc(Cl)cc1)N(CCCN)C(=O)c1ccc(C)cc1
1753,CHEMBL779,2.5999999,O=C1N(C)CC(=O)N2[C@H](c3cc4OCOc4cc3)c3[nH]c4c(c3C[C@H]12)cccc4,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
1754,CHEMBL1916266,0.27000001,S(=O)(=O)(Nc1n(-c2ncccc2)ncc1C(=O)NC(CC)CC)c1ccc(C)cc1,CCC(CC)NC(=O)c1cnn(-c2ccccn2)c1NS(=O)(=O)c1ccc(C)cc1
1755,CHEMBL1330968,1.87,O(Cc1ccccc1)C1=C(C)OC=CC1=O,Cc1occc(=O)c1OCc1ccccc1
1756,CHEMBL1372682,3.8299999,O=C(Nc1c2c(nccc2)ccc1)CC12CC3CC(C1)CC(C2)C3,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2ncccc12
1757,CHEMBL50627,1.88,O=C1C(=O)c2c(-c3ncccc13)cccc2,O=C1C(=O)c2cccnc2-c2ccccc21
1758,CHEMBL980,0.23999999,O(CC(O)CO)c1c(OC)cccc1,COc1ccccc1OCC(O)CO
1759,CHEMBL2011920,2.5,Brc1c(NC)c2nc(-c3cn(C4CCN(C)CC4)nc3)[nH]c2nc1,CNc1c(Br)cnc2[nH]c(-c3cnn(C4CCN(C)CC4)c3)nc12
1760,CHEMBL180966,2.8599999,Fc1ccc([C@H](Oc2ccc(-c3ccccc3)cc2)CCN(CC(=O)O)C)cc1,CN(CC[C@@H](Oc1ccc(-c2ccccc2)cc1)c1ccc(F)cc1)CC(=O)O
1761,CHEMBL622,0.49000001,O=C(O)CC1(CC)OCCc2c3c(c(CC)ccc3)[nH]c12,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
1762,CHEMBL1094168,3.8800001,S(=O)(=O)(C)c1ccc([C@@H](C(=O)Nc2sccn2)CC2CCCC2)cc1,CS(=O)(=O)c1ccc([C@H](CC2CCCC2)C(=O)Nc2nccs2)cc1
1763,CHEMBL273575,2.0799999,Nc1c2c(C(c3ccccc3)CN(C)C2)ccc1,CN1Cc2c(N)cccc2C(c2ccccc2)C1
1764,CHEMBL99737,1.6,O=C(OCc1cnccc1)NCc1ccc(C(=O)Nc2cc(N)ccc2)cc1,Nc1cccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1
1765,CHEMBL2177602,0.89999998,O=C(O)c1ccc(-n2c(CC)c(C(=O)NC3C4CC5CC3CC(C4)C5)cn2)cc1,CCc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1
1766,CHEMBL894,2.1199999,Clc1cc(C(=O)C(NC(C)(C)C)C)ccc1,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
1767,CHEMBL2153183,2.02,S(CCC)c1c(C(=O)NC2CCCCC2)ccc(NC2CCC(C(=O)O)CC2)n1,CCCSc1nc(NC2CCC(C(=O)O)CC2)ccc1C(=O)NC1CCCCC1
1768,CHEMBL263664,2.72,Clc1ccc(CC2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1,NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
1769,CHEMBL56261,1.58,Clc1cc2N(Cc3ccccc3)C=C/C(=N/C(CCCC(C)C)C)/c2cc1,CC(C)CCCC(C)/N=c1/ccn(Cc2ccccc2)c2cc(Cl)ccc12
1770,CHEMBL1442864,2.9000001,O=C1Oc2c(C(C)=C1)cc(C)c1NCCCc21,Cc1cc2c(C)cc(=O)oc2c2c1NCCC2
1771,CHEMBL2180037,3.3,NC=1C(C)=NC(c2cc(-c3cc(C#CC)cnc3)ccc2)(C2CC2)N=1,CC#Cc1cncc(-c2cccc(C3(C4CC4)N=C(C)C(N)=N3)c2)c1
1772,CHEMBL2087620,2.6900001000000002,Clc1cc2c(Cn3c(-c4n(C)cnc4)c4C(=O)N(C)C(=O)N(CC5CC5)c4n3)ccnc2cc1,Cn1cncc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12
1773,CHEMBL1288164,2.01,Fc1ccc(-c2sc3c(C(=O)N)cnc(N[C@@H]4CNCCC4)c3c2)cc1,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)cc3)sc12
1774,CHEMBL1917423,2.0,Clc1c2n(CC(=O)O)c(C)c(Sc3ccc(Cl)cc3)c2ccc1,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O
1775,CHEMBL1490,2.6800001,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
1776,CHEMBL1289113,2.6300001,Clc1c(N2CCN(C(=O)COCc3ccncc3)CC2)ccc(F)c1,O=C(COCc1ccncc1)N1CCN(c2ccc(F)cc2Cl)CC1
1777,CHEMBL1778992,2.0,Fc1cc(OC)c(-c2nc(CNC[C@H]3OCCC3)cnc2)cc1,COc1cc(F)ccc1-c1cncc(CNC[C@@H]2CCCO2)n1
1778,CHEMBL66089,3.2,Brc1cc(-c2c3c(N)ncnc3nc(-c3cnc(N4CCOCC4)cc3)c2)ccc1,Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cc(-c3cccc(Br)c3)c12
1779,CHEMBL365123,1.1900001,O=C1N(Cc2ccccc2)C=C(C)C(=O)N1,Cc1cn(Cc2ccccc2)c(=O)[nH]c1=O
1780,CHEMBL235619,1.62,O=C1NC(N)=NC(CCCCC)=C1,CCCCCc1cc(=O)[nH]c(N)n1
1781,CHEMBL1916285,0.28999999,S(=O)(=O)(Nc1n(-c2ccccc2)nc(C)c1C(=O)N[C@H](C(C)(C)C)C)c1cc(CN2CCOCC2)ccc1,Cc1nn(-c2ccccc2)c(NS(=O)(=O)c2cccc(CN3CCOCC3)c2)c1C(=O)N[C@@H](C)C(C)(C)C
1782,CHEMBL388335,0.60000002,Clc1cc2NC=3C(=O)NN(Cc4cocc4)C(=O)C=3C(=O)c2cc1,O=c1[nH]n(Cc2ccoc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12
1783,CHEMBL1682827,2.3,O(Cc1nc2OCCC(=O)c2cc1)c1ccccc1,O=C1CCOc2nc(COc3ccccc3)ccc21
1784,CHEMBL1599290,1.5599999,O=C(n1c(N)nc2c1cccc2)c1ccccc1,Nc1nc2ccccc2n1C(=O)c1ccccc1
1785,CHEMBL379866,2.4400001000000002,Fc1c(-c2c(C3=Cn4c(C(C)C)nnc4C=C3)ocn2)cc(F)cc1,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12
1786,CHEMBL157101,3.7,Clc1c(C2(Cn3cncc3)OC(COc3ccc(N4CCN(C(=O)C)CC4)cc3)CO2)ccc(Cl)c1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
1787,CHEMBL2179296,3.6800001000000004,Brc1cc(Oc2cc(CN3C[C@@H](N4C(=O)NC(=O)C(C)=C4)CCC3)ccc2)ccc1,Cc1cn([C@H]2CCCN(Cc3cccc(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O
1788,CHEMBL1229592,3.9000001,Clc1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCN(C)CC3)cc2)nc1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1
1789,CHEMBL379082,2.3699999,Clc1cc([C@H](CCN2CCC(N(C(=O)Cc3ccc(S(=O)(=O)C)cc3)CC)CC2)c2ccc(S(=O)(=O)C)cc2)ccc1,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(Cl)c2)CC1
1790,CHEMBL2023474,3.9300001000000004,Fc1cc2nccc(Oc3cc(OC)c(CC(=O)Nc4cn(CC)nc4)cc3)c2cc1,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1
1791,CHEMBL1779019,2.9000001,Fc1cc(OC)c(-c2cc(CNC(=O)C3CC3)cnc2)cc1,COc1cc(F)ccc1-c1cncc(CNC(=O)C2CC2)c1
1792,CHEMBL2087862,4.27,Clc1cc2c(Cn3c(-c4n(C)cc(C#N)c4)c4C(=O)N(CC=C)C(=O)N(CC5CC5)c4n3)ccnc2cc1,C=CCn1c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O
1793,CHEMBL1078178,2.3699999,O=C(NCC#N)c1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2)cc1,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
1794,CHEMBL339212,2.5,Clc1c(Cl)ccc([C@@H](CN(C(=O)c2c3c(cc(C#N)c2)cccc3)C)CCN2CCC(C(=O)NC)(N3C(=O)CCCC3)CC2)c1,CNC(=O)C1(N2CCCCC2=O)CCN(CC[C@H](CN(C)C(=O)c2cc(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1
1795,CHEMBL552513,1.33,FC(F)(F)c1c(F)ccc(CC(=O)Nc2c3c(C(=O)N([C@H]4[C@H](O)CNC4)C=C3)ccc2)c1,O=C(Cc1ccc(F)c(C(F)(F)F)c1)Nc1cccc2c(=O)n([C@@H]3CNC[C@H]3O)ccc12
1796,CHEMBL1766081,3.8,O=C(OC(C)C)N1CCC(Oc2c(C)c(Oc3c(C)nccc3)ncn2)CC1,Cc1ncccc1Oc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C
1797,CHEMBL655,3.4000001,Clc1cc2C(c3c(F)cccc3)=NCc3n(c(C)nc3)-c2cc1,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
1798,CHEMBL1951908,3.3900001000000004,S(=O)(=O)(C(F)(F)F)N1CCC([C@@H](CCN2CCC(N(C(=O)Cc3ccc(S(=O)(=O)C)cc3)CC)CC2)c2ccccc2)CC1,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)C2CCN(S(=O)(=O)C(F)(F)F)CC2)CC1
1799,CHEMBL592956,3.1700001,O=C1N(C)C(c2ccccc2)=Cc2onc(-c3ccncc3)c12,Cn1c(-c2ccccc2)cc2onc(-c3ccncc3)c2c1=O
1800,CHEMBL1604278,1.25,Nc1n(-c2ccccc2)nc(C)c1,Cc1cc(N)n(-c2ccccc2)n1
1801,CHEMBL2088118,3.9200001,Clc1cc2c(Cn3c(-c4n(C)cc(C#N)n4)c4C(=O)N(CC=C)C(=O)N(CC5CC5)c4n3)ccnc2cc1,C=CCn1c(=O)c2c(-c3nc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O
1802,CHEMBL1083943,1.26,Fc1cc2c([nH]c(C(=O)N[C@H]3[C@H](CC(=O)O)c4c(cccc4)C3)c2)cc1,O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1
1803,CHEMBL435,-0.09000000400000001,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
1804,CHEMBL1623850,1.6,Brc1ccc(OCC(O)CN2CCN(C(=O)C)CC2)cc1,CC(=O)N1CCN(CC(O)COc2ccc(Br)cc2)CC1
1805,CHEMBL1625198,1.54,Clc1c(Cl)ccc(C=2N3C(SC=2)=NCC3)c1,Clc1ccc(C2=CSC3=NCCN23)cc1Cl
1806,CHEMBL1209738,2.8599999,S(=O)(=O)(NCC(N1CCCCCC1)c1ccccc1)c1ccc(C#N)cc1,N#Cc1ccc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)cc1
1807,CHEMBL1682793,2.9000001,O=C1N2C(=NC=C1)C=C(C#Cc1ccccc1)C=C2,O=c1ccnc2cc(C#Cc3ccccc3)ccn12
1808,CHEMBL1916544,-0.14,O(C)c1nc2N(CCN3CCC(NCc4ncc5OCCOc5c4)CC3)C(=O)C=Nc2cn1,COc1ncc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1
1809,CHEMBL217620,4.1999998,Fc1c(CNC(=O)NCC(C(C(=O)N(C(C)C)C(C)C)c2cnccc2)c2ccccc2)cccc1,CC(C)N(C(=O)C(c1cccnc1)C(CNC(=O)NCc1ccccc1F)c1ccccc1)C(C)C
1810,CHEMBL236859,2.55,O=C(NCC12CC3CC(C1)CC(C2)C3)c1c(C)sc(CN2CCNCC2)c1,Cc1sc(CN2CCNCC2)cc1C(=O)NCC12CC3CC(CC(C3)C1)C2
1811,CHEMBL29609,3.6300001,FC(F)(F)c1onc(-c2cc(C)c(OCCCc3onc(C)c3)c(C)c2)n1,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1
1812,CHEMBL11403,2.1199999,FC(F)(F)C(=O)C(NC(=O)CN1C(=O)C(NC(=O)OCc2ccccc2)=CN=C1c1ccccc1)C(C)C,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F
1813,CHEMBL188167,3.3499999,O=C(Nc1cc(Nc2ncnc3c2cc(OCCN2CCCCC2)c(OC)c3)c(C)cc1)c1cc(N2CCOCC2)ncc1,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCCCC1
1814,CHEMBL1224138,1.1,O=C(N)c1nc(OC2C[C@@H]3N(Cc4ccccc4)[C@H](C2)CC3)cnc1,NC(=O)c1cncc(OC2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)n1
1815,CHEMBL521262,3.4100001000000004,Clc1c(Cl)cccc1Nc1c(C(=O)N)cnc2c1cc(OC)c(NCCN(C)C)c2,COc1cc2c(Nc3cccc(Cl)c3Cl)c(C(N)=O)cnc2cc1NCCN(C)C
1816,CHEMBL1698351,0.30000001,O=C(Nc1sc(C)cn1)C1N(C)S(=O)(=O)c2c(C1=O)cccc2,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1
1817,CHEMBL2179665,-0.55000001,Clc1cc(Oc2c(C(=O)O)ccc(CN3C[C@@H](N4C(=O)NC(=O)C(C)=C4)CCC3)c2)ccc1,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O
